keyword,bucket,owner_or_reason,volume,best_peer_pos,best_peer_domain,our_gsc_imp,our_gsc_clicks,our_bing_imp,our_bing_clicks
uk self employed tax calculator,excluded,off-niche:general-accountancy-calc,1900,39,optimiseaccountants.co.uk,,,,
bonus calculator,excluded,off-niche:salary/employment,1600,7,taxd.co.uk,,,,
bonus payment calculator,excluded,off-niche:salary/employment,1600,9,taxd.co.uk,,,,
buy to let calculator,assigned,calculators/buy-to-let-mortgage-calculator,1600,3,uklandlordtax.co.uk,81,0,,
buy to let mortgage calculator uk,assigned,calculators/buy-to-let-mortgage-calculator,1600,4,uklandlordtax.co.uk,14,0,,
calculator house loan,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",1600,51,uklandlordtax.co.uk,,,,
capital gains tax on property calculator uk,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1600,16,ukpropertyaccountants.co.uk,,,,
capital gains tax uk property calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1600,10,ukpropertyaccountants.co.uk,,,,
cgt calculator property uk,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1600,16,ukpropertyaccountants.co.uk,,,,
cis calculator,deferred,trade-site:cis,1600,3,taxd.co.uk,,,,
corp tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1600,42,optimiseaccountants.co.uk,,,,
corporate tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1600,39,optimiseaccountants.co.uk,,,,
corporation tax calculator uk,excluded,off-niche:general-accountancy-calc,1600,41,optimiseaccountants.co.uk,,,,
corporation tax rate calculator,excluded,off-niche:general-accountancy-calc,1600,51,optimiseaccountants.co.uk,,,,
corporation tax rates calculator,excluded,off-niche:general-accountancy-calc,1600,45,optimiseaccountants.co.uk,,,,
corporation tax uk calculator,excluded,off-niche:general-accountancy-calc,1600,51,optimiseaccountants.co.uk,,,,
ebay calculator uk,excluded,off-niche:marketplace/crypto,1600,41,cruseburke.co.uk,,,,
limited company tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1600,31,optimiseaccountants.co.uk,,,,
loan calculator for house,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",1600,48,uklandlordtax.co.uk,,,,
ltd company tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1600,24,optimiseaccountants.co.uk,,,,
money saving expert salary calculator,excluded,off-niche:salary/employment,1600,36,taxd.co.uk,,,,
mse salary calculator,excluded,off-niche:salary/employment,1600,24,taxd.co.uk,,,,
national insurance and tax calculator uk,excluded,off-niche:general-accountancy-calc,1600,17,taxd.co.uk,,,,
pay tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1600,34,taxd.co.uk,,,,
property cgt calculator uk,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1600,12,ukpropertyaccountants.co.uk,,,,
rent calculator,assigned,calculators/rental-income-tax-calculator,1600,60,taxd.co.uk,,,,
rent income tax calculator,excluded,off-niche:salary/employment,1600,7,taxd.co.uk,,,,
rental income tax calculator,assigned,calculators/rental-income-tax-calculator,1600,11,taxd.co.uk,3,0,,
salary and bonus calculator,excluded,off-niche:salary/employment,1600,6,taxd.co.uk,,,,
self employment tax calculator uk,excluded,off-niche:general-accountancy-calc,1600,23,taxd.co.uk,,,,
tax on rental income calculator,assigned,calculators/rental-income-tax-calculator,1600,8,taxd.co.uk,,,,
teacher pay take home calculator,excluded,off-niche:salary/employment,1600,37,taxd.co.uk,,,,
teacher take home pay calculator,excluded,off-niche:salary/employment,1600,36,taxd.co.uk,,,,
teacher take-home pay calculator,excluded,off-niche:salary/employment,1600,37,taxd.co.uk,,,,
teachers take home pay calculator,excluded,off-niche:salary/employment,1600,39,taxd.co.uk,,,,
wage and tax calculator,excluded,off-niche:salary/employment,1600,31,taxd.co.uk,,,,
wage and taxes calculator,excluded,off-niche:salary/employment,1600,31,taxd.co.uk,,,,
wage tax calculator,excluded,off-niche:salary/employment,1600,31,ukpropertyaccountants.co.uk,,,,
american taxes calculator,excluded,off-niche:personal/other,1300,20,optimiseaccountants.co.uk,,,,
bonus after tax calculator uk,excluded,off-niche:salary/employment,1300,7,taxd.co.uk,,,,
bonus tax calculator uk,excluded,off-niche:salary/employment,1300,10,taxd.co.uk,,,,
buy to let stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,2,uklandlordtax.co.uk,15,0,,
calculator tax usa,excluded,off-niche:general-tax-calc (no property qualifier),1300,36,optimiseaccountants.co.uk,,,,
capital gains calculator shares,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1300,10,taxd.co.uk,,,,
capital gains on shares calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1300,9,taxd.co.uk,,,,
capital gains tax on shares calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1300,9,taxd.co.uk,,,,
cgt on shares calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1300,10,taxd.co.uk,,,,
commercial property sdlt calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,29,ukpropertyaccountants.co.uk,,,,
commercial sdlt calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,24,ukpropertyaccountants.co.uk,,,,
dividend and salary calculator,excluded,off-niche:salary/employment,1300,65,taxd.co.uk,,,,
employees national insurance calculator,excluded,off-niche:general-accountancy-calc,1300,20,ukpropertyaccountants.co.uk,,,,
employers national insurance calculator,excluded,off-niche:general-accountancy-calc,1300,47,cruseburke.co.uk,,,,
gross pay and net pay calculator,excluded,off-niche:salary/employment,1300,30,taxd.co.uk,,,,
gross pay calculator,excluded,off-niche:salary/employment,1300,41,taxd.co.uk,,,,
gross pay net pay calculator,excluded,off-niche:salary/employment,1300,28,taxd.co.uk,,,,
gross salary calculator,excluded,off-niche:salary/employment,1300,40,taxd.co.uk,,,,
gross salary to net calculator,excluded,off-niche:salary/employment,1300,73,taxd.co.uk,,,,
gross salary to net salary calculator,excluded,off-niche:salary/employment,1300,59,ukpropertyaccountants.co.uk,,,,
gross to net payment calculator,excluded,off-niche:salary/employment,1300,16,taxd.co.uk,,,,
income gross calculator,excluded,off-niche:salary/employment,1300,47,taxd.co.uk,,,,
interest rate calculator mortgage loan,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",1300,31,uklandlordtax.co.uk,,,,
land transaction tax calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,15,uklandlordtax.co.uk,,,55,0
martin lewis salary calculator,excluded,off-niche:salary/employment,1300,18,taxd.co.uk,,,,
monthly wage calculator,excluded,off-niche:salary/employment,1300,48,taxd.co.uk,,,,
mortgage loan interest rate calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",1300,51,uklandlordtax.co.uk,,,,
net and gross salary calculator,excluded,off-niche:salary/employment,1300,40,taxd.co.uk,,,,
northern ireland stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,13,uklandlordtax.co.uk,2,0,,
online vat calculator uk,excluded,off-niche:vat-general,1300,27,cruseburke.co.uk,,,,
reed calculator,excluded,off-niche:personal/other,1300,25,taxd.co.uk,,,,
salary and ni calculator,excluded,off-niche:salary/employment,1300,43,taxd.co.uk,,,,
salary calculator gross net,excluded,off-niche:salary/employment,1300,36,taxd.co.uk,,,,
salary calculator gross to net,excluded,off-niche:salary/employment,1300,16,taxd.co.uk,,,,
salary calculator martin lewis,excluded,off-niche:salary/employment,1300,17,taxd.co.uk,,,,
salary gross net calculator,excluded,off-niche:salary/employment,1300,25,taxd.co.uk,,,,
salary net to gross calculator,excluded,off-niche:salary/employment,1300,17,taxd.co.uk,,,,
sdlt calculator commercial,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,27,ukpropertyaccountants.co.uk,,,,
sdlt commercial property calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,28,ukpropertyaccountants.co.uk,,,,
self assessment calculator,excluded,off-niche:general-accountancy-calc,1300,27,optimiseaccountants.co.uk,,,,
stamp duty calculator ni,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,14,uklandlordtax.co.uk,1,0,,
stamp duty calculator northern ireland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,30,uklandlordtax.co.uk,2,0,,
stamp duty ni calculator,excluded,off-niche:general-accountancy-calc,1300,17,uklandlordtax.co.uk,1,0,,
stamp duty northern ireland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1300,10,uklandlordtax.co.uk,3,0,,
tax calculator for usa,excluded,off-niche:general-tax-calc (no property qualifier),1300,36,optimiseaccountants.co.uk,,,,
tax calculator uk monthly,excluded,off-niche:general-tax-calc (no property qualifier),1300,38,taxd.co.uk,,,,
tax home pay calculator,excluded,off-niche:salary/employment,1300,23,taxd.co.uk,,,,
tax in america calculator,excluded,off-niche:personal/other,1300,22,optimiseaccountants.co.uk,,,,
tax on bonuses uk calculator,excluded,off-niche:salary/employment,1300,17,cruseburke.co.uk,,,,
uk tax bonus calculator,excluded,off-niche:salary/employment,1300,6,taxd.co.uk,,,,
uk tax calculator with bonus,excluded,off-niche:salary/employment,1300,8,taxd.co.uk,,,,
us tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1300,27,optimiseaccountants.co.uk,,,,
zoopla mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",1300,43,uklandlordtax.co.uk,,,,
bcis calculator,deferred,trade-site:cis,1000,76,taxd.co.uk,,,,
capital gains calculator hmrc,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1000,14,taxd.co.uk,,,,
co ownership calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",1000,43,cruseburke.co.uk,,,,
gross and net income calculator,excluded,off-niche:salary/employment,1000,37,taxd.co.uk,,,,
gross to net income calculator,excluded,off-niche:salary/employment,1000,25,taxd.co.uk,,,,
hmrc capital gains tax calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1000,14,taxd.co.uk,,,,
hmrc cgt calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",1000,10,taxd.co.uk,,,,
hmrc take home pay calculator,excluded,off-niche:salary/employment,1000,11,taxd.co.uk,,,,
hmrc take-home pay calculator,excluded,off-niche:salary/employment,1000,15,taxd.co.uk,,,,
how to calculate rental yield,assigned,calculators/rental-yield-calculator,1000,16,landlordstudio.com,,,,
how to work out a rental yield,assigned,calculators/rental-yield-calculator,1000,14,landlordstudio.com,,,,
in hand salary calculator uk,excluded,off-niche:salary/employment,1000,45,taxd.co.uk,,,,
income calculator london,excluded,off-niche:salary/employment,1000,70,taxd.co.uk,,,,
income tax calculator money saving expert,excluded,off-niche:salary/employment,1000,34,taxd.co.uk,,,,
k tax code calculator,excluded,off-niche:salary/employment,1000,70,taxd.co.uk,,,,
money saving expert income tax calculator,excluded,off-niche:salary/employment,1000,37,taxd.co.uk,,,,
net and gross income calculator,excluded,off-niche:salary/employment,1000,31,taxd.co.uk,,,,
ni rate calculator,excluded,off-niche:long-tail (class-reviewed pass 3),1000,29,ukpropertyaccountants.co.uk,,,,
private residence relief calculator,excluded,off-niche:general-accountancy-calc,1000,1,ukpropertyaccountants.co.uk,6,0,,
rental income tax calculator uk,assigned,calculators/rental-income-tax-calculator,1000,10,taxd.co.uk,1,0,,
residence nil rate band calculator,deferred,wills-probate site,1000,39,ukpropertyaccountants.co.uk,,,,
salary calculator london,excluded,off-niche:salary/employment,1000,36,taxd.co.uk,,,,
self employment tax calculator,excluded,off-niche:general-accountancy-calc,1000,38,optimiseaccountants.co.uk,,,,
sole trader tax calculator,excluded,off-niche:general-accountancy-calc,1000,26,taxd.co.uk,,,,
stamp duty calculator limited company,already-covered,"sdlt-cluster (deployed 08-18, window armed)",1000,17,optimiseaccountants.co.uk,,,,
take home pay calculator hmrc,excluded,off-niche:salary/employment,1000,26,ukpropertyaccountants.co.uk,,,,
take-home pay calculator hmrc,excluded,off-niche:salary/employment,1000,9,taxd.co.uk,,,,
tax calculator for 2 jobs,excluded,off-niche:general-tax-calc (no property qualifier),1000,15,taxd.co.uk,,,,
tax calculator with 2 jobs,excluded,off-niche:general-tax-calc (no property qualifier),1000,14,taxd.co.uk,,,,
tax for two jobs calculator,excluded,off-niche:personal/other,1000,8,taxd.co.uk,,,,
tax refund calculator uk,excluded,off-niche:refund/expat-employment,1000,6,taxd.co.uk,,,,
tax returns calculator uk,excluded,off-niche:refund/expat-employment,1000,48,ukpropertyaccountants.co.uk,,,,
two jobs tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),1000,17,taxd.co.uk,,,,
uk in hand salary calculator,excluded,off-niche:salary/employment,1000,32,taxd.co.uk,,,,
uk income tax refund calculator,excluded,off-niche:refund/expat-employment,1000,8,taxd.co.uk,,,,
uk rental income tax calculator,assigned,calculators/rental-income-tax-calculator,1000,11,taxd.co.uk,,,,
uk salary sacrifice calculator,excluded,off-niche:salary/employment,1000,60,taxd.co.uk,,,,
uk take home salary calculator,excluded,off-niche:salary/employment,1000,7,taxd.co.uk,,,,
uk tax back calculator,excluded,off-niche:refund/expat-employment,1000,7,taxd.co.uk,,,,
uk tax rebate calculator,excluded,off-niche:refund/expat-employment,1000,7,taxd.co.uk,,,,
wage calculator london,excluded,off-niche:salary/employment,1000,41,taxd.co.uk,,,,
bonus take home calculator,excluded,off-niche:salary/employment,880,4,taxd.co.uk,,,,
bonus take home pay calculator,excluded,off-niche:salary/employment,880,5,taxd.co.uk,,,,
bonus take-home calculator,excluded,off-niche:salary/employment,880,5,taxd.co.uk,,,,
deduction tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),880,46,taxd.co.uk,,,,
government salary calculator,excluded,off-niche:salary/employment,880,43,taxd.co.uk,,,,
hmrc calculator ni,excluded,off-niche:long-tail (class-reviewed pass 3),880,16,taxd.co.uk,,,,
hmrc ni calculator,excluded,off-niche:general-accountancy-calc,880,15,taxd.co.uk,,,,
hmrc ni contributions calculator,excluded,off-niche:general-accountancy-calc,880,16,taxd.co.uk,,,,
hmrc nic calculator,excluded,off-niche:salary/employment,880,14,taxd.co.uk,,,,
hmrc nics calculator,excluded,off-niche:long-tail (class-reviewed pass 3),880,17,taxd.co.uk,,,,
how much should i pay tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),880,36,taxd.co.uk,,,,
how much tax do i pay calculator,excluded,off-niche:salary/employment,880,17,taxd.co.uk,,,,
how much tax will i pay calculator,excluded,off-niche:salary/employment,880,20,taxd.co.uk,,,,
land registration calculator,deferred,"candidate-tool:hmlr-fee-calculator (6.6k, weak brand fit)",880,42,uklandlordtax.co.uk,,,,
land tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",880,22,ukpropertyaccountants.co.uk,,,18,0
landlord tax calculator,assigned,calculators/rental-income-tax-calculator,880,12,taxd.co.uk,13,0,,
mortgage calculator buy to let,assigned,calculators/buy-to-let-mortgage-calculator,880,4,uklandlordtax.co.uk,16,0,,
mortgage calculator buy to let uk,assigned,calculators/buy-to-let-mortgage-calculator,880,2,uklandlordtax.co.uk,,,,
mortgage repayment calculator buy to let,assigned,calculators/buy-to-let-mortgage-calculator,880,1,uklandlordtax.co.uk,,,,
net gross calculator,excluded,off-niche:salary/employment,880,51,taxd.co.uk,,,,
ni calculator hmrc,excluded,off-niche:salary/employment,880,14,taxd.co.uk,,,,
online tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),880,59,ukpropertyaccountants.co.uk,,,,
pay calculator scotland,excluded,off-niche:salary/employment,880,26,taxd.co.uk,,,,
pay week calculator,excluded,off-niche:long-tail (class-reviewed pass 3),880,37,taxd.co.uk,,,,
paycheck raise calculator,excluded,off-niche:salary/employment,880,38,taxd.co.uk,,,,
second job tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),880,8,taxd.co.uk,,,,
take home bonus calculator,excluded,off-niche:salary/employment,880,7,taxd.co.uk,,,,
take home pay bonus calculator,excluded,off-niche:salary/employment,880,3,taxd.co.uk,,,,
take home pay calculator bonus,excluded,off-niche:salary/employment,880,3,taxd.co.uk,,,,
take home pay calculator london,excluded,off-niche:salary/employment,880,15,taxd.co.uk,,,,
take home pay calculator ni,excluded,off-niche:salary/employment,880,28,taxd.co.uk,,,,
