domain,url,section,cluster,topic
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/landlord-tax-return-mistakes,service,other,landlord tax return mistakes
provestor.co.uk,https://www.provestor.co.uk/blog/mtd-for-landlords-launch,blog,other,mtd for landlords launch
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/009-fhl-tax-changes,service,other,009 fhl tax changes
provestor.co.uk,https://www.provestor.co.uk/tour/mtd-done-for-you,service,other,mtd done for you
provestor.co.uk,https://www.provestor.co.uk/about/keyinformation,service,other,keyinformation
provestor.co.uk,https://www.provestor.co.uk/blog/changes-to-capital-gain-tax-for-landlords,blog,other,changes to capital gain tax for landlords
provestor.co.uk,https://www.provestor.co.uk/help/mtd/getting-started/create-government-gateway-account,service,"running the company (accounts, filings, loans, dividends)",create government gateway account
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/landlord-mistakes-setting-up-ltd-company,service,other,landlord mistakes setting up ltd company
provestor.co.uk,https://www.provestor.co.uk/terms-conditions-part-c,service,other,terms conditions part c
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/penalties-explained,service,other,penalties explained
provestor.co.uk,https://www.provestor.co.uk/blog/end-of-the-tax-year-4-priorities-for-landlords,blog,other,end of the tax year 4 priorities for landlords
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/011-budget-2024,service,other,011 budget 2024
provestor.co.uk,https://www.provestor.co.uk/help/expenses/pre-incorporation-expenses,service,formation mechanics,pre incorporation expenses
provestor.co.uk,https://www.provestor.co.uk/satr-terms-conditions-jan-25,service,other,satr terms conditions jan 25
provestor.co.uk,https://www.provestor.co.uk/blog/3-things-property-investors-need-to-know-about-limited-company-structures,blog,other,3 things property investors need to know about limited company structures
provestor.co.uk,https://www.provestor.co.uk/casestudy/gary-woolridge,service,other,gary woolridge
provestor.co.uk,https://www.provestor.co.uk/terms-and-conditions,service,other,terms and conditions
provestor.co.uk,https://www.provestor.co.uk/blog/throw-a-party-save-tax-this-summer,blog,other,throw a party save tax this summer
provestor.co.uk,https://www.provestor.co.uk/help/start/getting-in-touch,service,other,getting in touch
provestor.co.uk,https://www.provestor.co.uk/help/property-taxes/personal-tax-planner,service,other,personal tax planner
provestor.co.uk,https://www.provestor.co.uk/help/bookkeeping/bookkeeping-in-provestor,service,"running the company (accounts, filings, loans, dividends)",bookkeeping in provestor
provestor.co.uk,https://www.provestor.co.uk/help/tax-software/corporation-tax-forecast,service,"running the company (accounts, filings, loans, dividends)",corporation tax forecast
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/mortgage-interest-and-costs,service,SPV mortgages,mortgage interest and costs
provestor.co.uk,https://www.provestor.co.uk/blog/property-predictions-2023,blog,other,property predictions 2023
provestor.co.uk,https://www.provestor.co.uk/blog/autumn-statement-landlords,blog,other,autumn statement landlords
provestor.co.uk,https://www.provestor.co.uk/help/mtd/amendments-corrections/amending-quarterly-updates,service,other,amending quarterly updates
provestor.co.uk,https://www.provestor.co.uk/blog/autumn-budget-21-overview-for-property-investors,blog,other,autumn budget 21 overview for property investors
provestor.co.uk,https://www.provestor.co.uk/help/start/your-portfolio-dashboard,service,other,your portfolio dashboard
provestor.co.uk,https://www.provestor.co.uk/guides/start-smart-books/solo,blog,other,solo
provestor.co.uk,https://www.provestor.co.uk/help/start/anti-money-laundering-identification-checks,service,other,anti money laundering identification checks
provestor.co.uk,https://www.provestor.co.uk/help/mtd/sitemap.xml,service,other,sitemap.xml
provestor.co.uk,https://www.provestor.co.uk/help/property-taxes/understanding-tax-codes,service,other,understanding tax codes
provestor.co.uk,https://www.provestor.co.uk/help/mtd/recording-income-expenses/transfers,service,transfer existing property,transfers
provestor.co.uk,https://www.provestor.co.uk/help/mtd/recording-income-expenses/managing-receipts,service,other,managing receipts
provestor.co.uk,https://www.provestor.co.uk/accountancy/buytolet,service,"running the company (accounts, filings, loans, dividends)",buytolet
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/012-stamp-duty-hacks,service,other,012 stamp duty hacks
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/travel-costs-and-mileage,service,other,travel costs and mileage
provestor.co.uk,https://www.provestor.co.uk/calculators/interest-rate-rent,tool,tools-calculators,interest rate rent
provestor.co.uk,https://www.provestor.co.uk/tour/tax-returns,service,other,tax returns
provestor.co.uk,https://www.provestor.co.uk/accountancy,service,"running the company (accounts, filings, loans, dividends)",accountancy
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/personal-use-and-mixed-expenses,service,other,personal use and mixed expenses
provestor.co.uk,https://www.provestor.co.uk/help/property-taxes,service,other,property taxes
provestor.co.uk,https://www.provestor.co.uk/help/money-finances/regular-payments-and-saving,service,SPV mortgages,regular payments and saving
provestor.co.uk,https://www.provestor.co.uk/agents/letting-agent-access-agreement,service,other,letting agent access agreement
provestor.co.uk,https://www.provestor.co.uk/blog/renters-reform-bill-for-landlords,blog,other,renters reform bill for landlords
provestor.co.uk,https://www.provestor.co.uk/about/contact,service,other,contact
provestor.co.uk,https://www.provestor.co.uk/blog/mistakes-landlords-make-on-self-assessment,blog,other,mistakes landlords make on self assessment
provestor.co.uk,https://www.provestor.co.uk/help/start/getting-started-whilst-changing-accountants,service,"running the company (accounts, filings, loans, dividends)",getting started whilst changing accountants
provestor.co.uk,https://www.provestor.co.uk/help/mtd/getting-started/setup-bank-accounts,service,formation mechanics,setup bank accounts
provestor.co.uk,https://www.provestor.co.uk/blog/mtd-rental-income-and-self-employment,blog,other,mtd rental income and self employment
provestor.co.uk,https://www.provestor.co.uk/help/expenses/recording-an-asset-paid-with-personal-money,service,other,recording an asset paid with personal money
provestor.co.uk,https://www.provestor.co.uk/help/mtd/working-with-letting-agents/understanding-agent-fees,service,other,understanding agent fees
provestor.co.uk,https://www.provestor.co.uk/help/start/secure-document-store,service,other,secure document store
provestor.co.uk,https://www.provestor.co.uk/satr-terms,service,other,satr terms
provestor.co.uk,https://www.provestor.co.uk/help/mtd/recording-income-expenses/joint-ownership-splits,service,other,joint ownership splits
provestor.co.uk,https://www.provestor.co.uk/help/bookkeeping/Connecting-provestor-to-your-bank,service,"running the company (accounts, filings, loans, dividends)",Connecting provestor to your bank
provestor.co.uk,https://www.provestor.co.uk/help/mtd/advanced-topics/complex-ownership-structures,service,other,complex ownership structures
provestor.co.uk,https://www.provestor.co.uk/help/mtd/what-is-mtd/how-provestor-fits-in,service,other,how provestor fits in
provestor.co.uk,https://www.provestor.co.uk/help/bookkeeping/SATR-spreadsheet-guidance,service,"running the company (accounts, filings, loans, dividends)",SATR spreadsheet guidance
provestor.co.uk,https://www.provestor.co.uk/help/expenses/domestic-items-relief,service,other,domestic items relief
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/property-investment-predictions-2023,service,other,property investment predictions 2023
provestor.co.uk,https://www.provestor.co.uk/help/limited-companies/what-is-a-confirmation-statement,service,"running the company (accounts, filings, loans, dividends)",what is a confirmation statement
provestor.co.uk,https://www.provestor.co.uk/help/mtd/recording-income-expenses/uploading-bank-statements,service,other,uploading bank statements
provestor.co.uk,https://www.provestor.co.uk/agents/letting-agent-agreement,service,other,letting agent agreement
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/accounting-period-types,service,"running the company (accounts, filings, loans, dividends)",accounting period types
provestor.co.uk,https://www.provestor.co.uk/privacy,service,other,privacy
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/008-costly-limited-company-mistakes,service,other,008 costly limited company mistakes
provestor.co.uk,https://www.provestor.co.uk/help/start/day-to-day-record-keeping,service,other,day to day record keeping
provestor.co.uk,https://www.provestor.co.uk/help/mtd/working-with-letting-agents/setting-up-letting-agent,service,other,setting up letting agent
provestor.co.uk,https://www.provestor.co.uk/terms-and-conditions-pro-accounts-and-pro-advantage,service,"running the company (accounts, filings, loans, dividends)",terms and conditions pro accounts and pro advantage
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/jointly-owned-properties,service,other,jointly owned properties
provestor.co.uk,https://www.provestor.co.uk/help/mtd/amendments-corrections/amending-submissions,service,other,amending submissions
provestor.co.uk,https://www.provestor.co.uk/help/expenses/recording-travel-in-your-mileage-log,service,other,recording travel in your mileage log
provestor.co.uk,https://www.provestor.co.uk/casestudy/mk-properties,service,other,mk properties
provestor.co.uk,https://www.provestor.co.uk/help/limited-companies/closing-a-limited-company,service,other,closing a limited company
provestor.co.uk,https://www.provestor.co.uk/terms-conditions-part-b,service,other,terms conditions part b
provestor.co.uk,https://www.provestor.co.uk/tour/switch,service,other,switch
provestor.co.uk,https://www.provestor.co.uk/help/tax-software/software-overview,service,other,software overview
provestor.co.uk,https://www.provestor.co.uk/terms-inni-fca,service,other,terms inni fca
provestor.co.uk,https://www.provestor.co.uk/tour/services,service,other,services
provestor.co.uk,https://www.provestor.co.uk/casestudy/norron-nyack,service,other,norron nyack
provestor.co.uk,https://www.provestor.co.uk/help/expenses/is-it-capital-or-revenue-expenditure,service,other,is it capital or revenue expenditure
provestor.co.uk,https://www.provestor.co.uk/blog/autumn-statement-22-landlords,blog,other,autumn statement 22 landlords
provestor.co.uk,https://www.provestor.co.uk/resources,blog,other,resources
provestor.co.uk,https://www.provestor.co.uk/help/tax-software/key-information,service,other,key information
provestor.co.uk,https://www.provestor.co.uk/help/money-finances/directors-loans-borrowing-money-from-your-limited-company,service,SPV mortgages,directors loans borrowing money from your limited company
provestor.co.uk,https://www.provestor.co.uk/pricing/self-assessment,pricing,pricing-product pages,self assessment
provestor.co.uk,https://www.provestor.co.uk,landing,other,(homepage)
provestor.co.uk,https://www.provestor.co.uk/help/mtd/getting-started/understanding-your-plan,service,other,understanding your plan
provestor.co.uk,https://www.provestor.co.uk/help/property-taxes/reporting-benefits-in-kind-form-p11d,service,other,reporting benefits in kind form p11d
provestor.co.uk,https://www.provestor.co.uk/help/limited-companies,service,other,limited companies
provestor.co.uk,https://www.provestor.co.uk/help/start,service,other,start
provestor.co.uk,https://www.provestor.co.uk/blog/tax-changes-for-landlords,blog,other,tax changes for landlords
provestor.co.uk,https://www.provestor.co.uk/guides,blog,other,guides
provestor.co.uk,https://www.provestor.co.uk/blog/stamp-duty-survival-guide,blog,other,stamp duty survival guide
provestor.co.uk,https://www.provestor.co.uk/help/start/video-tutorials,service,other,video tutorials
provestor.co.uk,https://www.provestor.co.uk/property-tax-advice/near-me,service,other,near me
provestor.co.uk,https://www.provestor.co.uk/pricing/limited-company,pricing,pricing-product pages,limited company
provestor.co.uk,https://www.provestor.co.uk/help/tax-software/tax-status,service,other,tax status
provestor.co.uk,https://www.provestor.co.uk/tour/pro-accounts,service,"running the company (accounts, filings, loans, dividends)",pro accounts
provestor.co.uk,https://www.provestor.co.uk/propertytaxshow/taking-profit-out-ltd-company,service,other,taking profit out ltd company
provestor.co.uk,https://www.provestor.co.uk/blog,blog,other,blog
provestor.co.uk,https://www.provestor.co.uk/help/mtd/tax-payments/payment-deadlines,service,other,payment deadlines
provestor.co.uk,https://www.provestor.co.uk/help/mtd/advanced-topics/furnished-holiday-lets,service,other,furnished holiday lets
provestor.co.uk,https://www.provestor.co.uk/help/mtd/key-concepts-rules/cash-basis-accounting,service,"running the company (accounts, filings, loans, dividends)",cash basis accounting
provestor.co.uk,https://www.provestor.co.uk/blog/mtd-demo,blog,other,mtd demo
provestor.co.uk,https://www.provestor.co.uk/help/property-taxes/capital-gains-tax-residential-property,service,other,capital gains tax residential property
provestor.co.uk,https://www.provestor.co.uk/terms-conditions-making-tax-digital,service,other,terms conditions making tax digital
