case_type,region,representation,quarter,number_of_cases,mean_duration,median_duration
Adoption,LONDON,2 Applicant Only,2011-Q4,38,16.3,14.5
Adoption,LONDON,2 Applicant Only,2012-Q1,29,18.6,14.1
Adoption,LONDON,2 Applicant Only,2012-Q2,15,21.6,14.4
Adoption,LONDON,2 Applicant Only,2012-Q3,28,19.4,14.4
Adoption,LONDON,2 Applicant Only,2012-Q4,20,22,14.9
Adoption,LONDON,2 Applicant Only,2013-Q1,22,13.5,12.9
Adoption,LONDON,2 Applicant Only,2013-Q2,27,13,9.3
Adoption,LONDON,2 Applicant Only,2013-Q3,27,18.9,14.6
Adoption,LONDON,2 Applicant Only,2013-Q4,18,16.1,16.1
Adoption,LONDON,2 Applicant Only,2014-Q1,18,12.1,10.4
Adoption,LONDON,2 Applicant Only,2014-Q2,26,16.9,14.7
Adoption,LONDON,2 Applicant Only,2014-Q3,25,23.2,17.6
Adoption,LONDON,2 Applicant Only,2014-Q4,20,18.1,14.9
Adoption,LONDON,2 Applicant Only,2015-Q1,20,23,17.9
Adoption,LONDON,2 Applicant Only,2015-Q2,10,15.7,13.6
Adoption,LONDON,2 Applicant Only,2015-Q3,23,17.5,12.7
Adoption,LONDON,2 Applicant Only,2015-Q4,19,20.1,16.4
Adoption,LONDON,2 Applicant Only,2016-Q1,17,24.1,22.4
Adoption,LONDON,2 Applicant Only,2016-Q2,18,28.4,23.6
Adoption,LONDON,2 Applicant Only,2016-Q3,12,21.2,20.4
Adoption,LONDON,2 Applicant Only,2016-Q4,8,18.8,15.6
Adoption,LONDON,2 Applicant Only,2017-Q1,5,17.7,16.7
Adoption,LONDON,2 Applicant Only,2017-Q2,15,29.7,19.3
Adoption,LONDON,2 Applicant Only,2017-Q3,9,13.8,14.4
Adoption,LONDON,2 Applicant Only,2017-Q4,8,18.6,11.4
Adoption,LONDON,2 Applicant Only,2018-Q1,8,45.3,16.1
Adoption,LONDON,2 Applicant Only,2018-Q2,10,20.7,16.9
Adoption,LONDON,2 Applicant Only,2018-Q3,13,28.9,20.4
Adoption,LONDON,2 Applicant Only,2018-Q4,13,19.7,19.9
Adoption,LONDON,2 Applicant Only,2019-Q1,5,16.3,15.6
Adoption,LONDON,2 Applicant Only,2019-Q2,6,21.4,20.6
Adoption,LONDON,2 Applicant Only,2019-Q3,9,21.7,20.6
Adoption,LONDON,2 Applicant Only,2019-Q4,3,12.5,11.3
Adoption,LONDON,2 Applicant Only,2020-Q1,8,16.1,8.1
Adoption,LONDON,2 Applicant Only,2020-Q2,3,13.9,11.9
Adoption,LONDON,2 Applicant Only,2020-Q3,12,28.3,16.4
Adoption,LONDON,2 Applicant Only,2020-Q4,5,18.8,23.1
Adoption,LONDON,2 Applicant Only,2021-Q1,5,29.7,31.4
Adoption,LONDON,2 Applicant Only,2021-Q2,3,40.4,16.3
Adoption,LONDON,2 Applicant Only,2021-Q3,8,30.3,17.5
Adoption,LONDON,2 Applicant Only,2021-Q4,4,28,20.4
Adoption,LONDON,2 Applicant Only,2022-Q1,8,25.2,23.4
Adoption,LONDON,2 Applicant Only,2022-Q2,5,22.8,21
Adoption,LONDON,2 Applicant Only,2022-Q3,4,16.1,15.1
Adoption,LONDON,2 Applicant Only,2022-Q4,4,31.1,32
Adoption,LONDON,2 Applicant Only,2023-Q1,7,43.3,27.3
Adoption,LONDON,2 Applicant Only,2023-Q2,3,54.9,34.6
Adoption,LONDON,2 Applicant Only,2023-Q3,5,25.4,29.3
Adoption,LONDON,2 Applicant Only,2023-Q4,10,49.7,20.1
Adoption,LONDON,2 Applicant Only,2024-Q1,7,35.9,17
Adoption,LONDON,2 Applicant Only,2024-Q2,5,25.5,19.7
Adoption,LONDON,2 Applicant Only,2024-Q3,7,33.1,36.3
Adoption,LONDON,2 Applicant Only,2024-Q4,13,37,27
Adoption,LONDON,2 Applicant Only,2025-Q1,5,19.3,20.1
Adoption,LONDON,2 Applicant Only,2025-Q2,5,25.9,19.9
Adoption,LONDON,2 Applicant Only,2025-Q3,6,22,19.2
Adoption,LONDON,2 Applicant Only,2025-Q4,7,22.7,24.1
Adoption,LONDON,3 Respondent Only,2011-Q1,1,84,84
Adoption,LONDON,3 Respondent Only,2011-Q2,6,15.5,12.9
Adoption,LONDON,3 Respondent Only,2011-Q3,6,17.2,17.6
Adoption,LONDON,3 Respondent Only,2011-Q4,7,26.5,13.9
Adoption,LONDON,3 Respondent Only,2012-Q1,3,15,14.3
Adoption,LONDON,3 Respondent Only,2012-Q2,6,16.6,17.4
Adoption,LONDON,3 Respondent Only,2012-Q3,4,31.9,33.5
Adoption,LONDON,3 Respondent Only,2012-Q4,6,11.9,10.4
Adoption,LONDON,3 Respondent Only,2013-Q1,7,33.2,29.6
Adoption,LONDON,3 Respondent Only,2013-Q2,5,17.4,15.1
Adoption,LONDON,3 Respondent Only,2013-Q3,5,15.9,14.6
Adoption,LONDON,3 Respondent Only,2013-Q4,4,15.9,15.6
Adoption,LONDON,3 Respondent Only,2014-Q1,7,13.4,13.4
Adoption,LONDON,3 Respondent Only,2014-Q2,5,21.4,23.6
Adoption,LONDON,3 Respondent Only,2014-Q3,10,21.8,19.2
Adoption,LONDON,3 Respondent Only,2014-Q4,14,22.5,20
Adoption,LONDON,3 Respondent Only,2015-Q1,4,24.1,23.6
Adoption,LONDON,3 Respondent Only,2015-Q2,7,23,25.6
Adoption,LONDON,3 Respondent Only,2015-Q3,10,22.5,17.6
Adoption,LONDON,3 Respondent Only,2015-Q4,9,23.6,20.7
Adoption,LONDON,3 Respondent Only,2016-Q1,22,33.8,31.9
Adoption,LONDON,3 Respondent Only,2016-Q2,5,24.8,15.3
Adoption,LONDON,3 Respondent Only,2016-Q3,5,27.1,27.3
Adoption,LONDON,3 Respondent Only,2016-Q4,5,34.8,35.9
Adoption,LONDON,3 Respondent Only,2017-Q1,4,23.8,24.1
Adoption,LONDON,3 Respondent Only,2017-Q2,5,29.4,24.1
Adoption,LONDON,3 Respondent Only,2017-Q3,3,22.3,22.1
Adoption,LONDON,3 Respondent Only,2017-Q4,11,28.4,26.6
Adoption,LONDON,3 Respondent Only,2018-Q1,6,38.9,42.4
Adoption,LONDON,3 Respondent Only,2018-Q2,2,35.3,35.3
Adoption,LONDON,3 Respondent Only,2018-Q3,1,23.9,23.9
Adoption,LONDON,3 Respondent Only,2018-Q4,5,34.3,26.4
Adoption,LONDON,3 Respondent Only,2019-Q1,12,37.6,35.5
Adoption,LONDON,3 Respondent Only,2019-Q2,6,25.6,26.9
Adoption,LONDON,3 Respondent Only,2019-Q3,12,37.5,34
Adoption,LONDON,3 Respondent Only,2019-Q4,5,36.2,35.6
Adoption,LONDON,3 Respondent Only,2020-Q1,5,29.3,29.4
Adoption,LONDON,3 Respondent Only,2020-Q2,1,17.6,17.6
Adoption,LONDON,3 Respondent Only,2020-Q3,7,36.5,30.4
Adoption,LONDON,3 Respondent Only,2020-Q4,6,34,37.4
Adoption,LONDON,3 Respondent Only,2021-Q1,8,51.3,50.4
Adoption,LONDON,3 Respondent Only,2021-Q2,7,43.3,45.3
Adoption,LONDON,3 Respondent Only,2021-Q3,17,29.7,30
Adoption,LONDON,3 Respondent Only,2021-Q4,6,43.3,33
Adoption,LONDON,3 Respondent Only,2022-Q1,1,28,28
Adoption,LONDON,3 Respondent Only,2022-Q2,8,34.2,35.9
Adoption,LONDON,3 Respondent Only,2022-Q3,9,37.3,40.4
Adoption,LONDON,3 Respondent Only,2022-Q4,2,33.2,33.2
Adoption,LONDON,3 Respondent Only,2023-Q1,7,38.9,38.7
Adoption,LONDON,3 Respondent Only,2023-Q2,8,47.1,51.7
Adoption,LONDON,3 Respondent Only,2023-Q3,3,30.5,26.7
Adoption,LONDON,3 Respondent Only,2023-Q4,5,39.8,36
Adoption,LONDON,3 Respondent Only,2024-Q1,7,33.6,37.1
Adoption,LONDON,3 Respondent Only,2024-Q2,5,40.3,40.4
Adoption,LONDON,3 Respondent Only,2024-Q3,6,35.1,32.9
Adoption,LONDON,3 Respondent Only,2024-Q4,12,32.4,31.8
Adoption,LONDON,3 Respondent Only,2025-Q1,7,34.6,34.1
Adoption,LONDON,3 Respondent Only,2025-Q2,10,38.2,38.9
Adoption,LONDON,3 Respondent Only,2025-Q3,16,38,37.4
Adoption,LONDON,3 Respondent Only,2025-Q4,3,21.1,24
Adoption,LONDON,4 Neither,2011-Q1,102,14.1,12.6
Adoption,LONDON,4 Neither,2011-Q2,90,15.3,13.1
Adoption,LONDON,4 Neither,2011-Q3,86,14.8,13.3
Adoption,LONDON,4 Neither,2011-Q4,118,16.3,13.3
Adoption,LONDON,4 Neither,2012-Q1,107,14.2,13
Adoption,LONDON,4 Neither,2012-Q2,121,13.7,12
Adoption,LONDON,4 Neither,2012-Q3,98,12.7,11.8
Adoption,LONDON,4 Neither,2012-Q4,140,12.6,10.8
Adoption,LONDON,4 Neither,2013-Q1,104,14.8,12.1
Adoption,LONDON,4 Neither,2013-Q2,160,14.7,10.6
Adoption,LONDON,4 Neither,2013-Q3,134,11.3,9.9
Adoption,LONDON,4 Neither,2013-Q4,127,11.6,9.1
Adoption,LONDON,4 Neither,2014-Q1,105,11.4,9.9
Adoption,LONDON,4 Neither,2014-Q2,138,13.4,12.1
Adoption,LONDON,4 Neither,2014-Q3,127,14.4,11.9
Adoption,LONDON,4 Neither,2014-Q4,111,13.8,10.3
Adoption,LONDON,4 Neither,2015-Q1,114,12.8,9.5
Adoption,LONDON,4 Neither,2015-Q2,105,15,11.7
Adoption,LONDON,4 Neither,2015-Q3,85,13.4,10
Adoption,LONDON,4 Neither,2015-Q4,108,13.5,11.6
Adoption,LONDON,4 Neither,2016-Q1,102,18.5,14.4
Adoption,LONDON,4 Neither,2016-Q2,82,14.6,12.4
Adoption,LONDON,4 Neither,2016-Q3,94,16.7,10.7
Adoption,LONDON,4 Neither,2016-Q4,83,16,11.9
Adoption,LONDON,4 Neither,2017-Q1,89,15.6,13.9
Adoption,LONDON,4 Neither,2017-Q2,96,12.9,11.1
Adoption,LONDON,4 Neither,2017-Q3,88,13.2,11
Adoption,LONDON,4 Neither,2017-Q4,89,16.2,13
Adoption,LONDON,4 Neither,2018-Q1,72,15.8,13.3
Adoption,LONDON,4 Neither,2018-Q2,67,15.2,13.1
Adoption,LONDON,4 Neither,2018-Q3,81,18.9,14.6
Adoption,LONDON,4 Neither,2018-Q4,68,17.3,14.6
Adoption,LONDON,4 Neither,2019-Q1,103,18.7,15.9
Adoption,LONDON,4 Neither,2019-Q2,62,16.3,12.4
Adoption,LONDON,4 Neither,2019-Q3,74,15.7,12.9
Adoption,LONDON,4 Neither,2019-Q4,78,17.6,15.2
Adoption,LONDON,4 Neither,2020-Q1,68,18.6,15.4
Adoption,LONDON,4 Neither,2020-Q2,43,18.6,16
Adoption,LONDON,4 Neither,2020-Q3,43,26,18.1
Adoption,LONDON,4 Neither,2020-Q4,54,26.2,20.9
Adoption,LONDON,4 Neither,2021-Q1,59,21.2,19.1
Adoption,LONDON,4 Neither,2021-Q2,63,18.3,13.1
Adoption,LONDON,4 Neither,2021-Q3,55,19.4,15.9
Adoption,LONDON,4 Neither,2021-Q4,55,21.4,13.9
Adoption,LONDON,4 Neither,2022-Q1,56,19.9,16.9
Adoption,LONDON,4 Neither,2022-Q2,58,23.3,21.2
Adoption,LONDON,4 Neither,2022-Q3,52,23.3,16.2
Adoption,LONDON,4 Neither,2022-Q4,58,19.1,16.1
Adoption,LONDON,4 Neither,2023-Q1,45,20.4,16
Adoption,LONDON,4 Neither,2023-Q2,62,21.9,18.6
Adoption,LONDON,4 Neither,2023-Q3,57,21.4,18.4
Adoption,LONDON,4 Neither,2023-Q4,37,25.3,16.6
Adoption,LONDON,4 Neither,2024-Q1,64,19.4,14.2
Adoption,LONDON,4 Neither,2024-Q2,56,20.2,17.6
Adoption,LONDON,4 Neither,2024-Q3,45,18.4,16.1
Adoption,LONDON,4 Neither,2024-Q4,52,23.1,18.1
Adoption,LONDON,4 Neither,2025-Q1,75,19.7,15.3
Adoption,LONDON,4 Neither,2025-Q2,69,21.9,18.3
Adoption,LONDON,4 Neither,2025-Q3,68,20.3,17.7
Adoption,LONDON,4 Neither,2025-Q4,61,18.5,14.9
Adoption,LONDON,5 Unknown,2011-Q1,7,14.3,9.1
Adoption,LONDON,5 Unknown,2011-Q2,8,12.9,13.3
Adoption,LONDON,5 Unknown,2011-Q3,11,13.6,12.6
Adoption,LONDON,5 Unknown,2011-Q4,8,16.9,11.9
Adoption,LONDON,5 Unknown,2012-Q1,8,22.9,10.6
Adoption,LONDON,5 Unknown,2012-Q2,14,15,13
Adoption,LONDON,5 Unknown,2012-Q3,3,13.3,13.7
Adoption,LONDON,5 Unknown,2012-Q4,9,11.6,8
Adoption,LONDON,5 Unknown,2013-Q1,4,13.1,10.6
Adoption,LONDON,5 Unknown,2013-Q2,4,10.3,10
Adoption,LONDON,5 Unknown,2013-Q3,4,12.3,11.1
Adoption,LONDON,5 Unknown,2013-Q4,7,8.3,9
Adoption,LONDON,5 Unknown,2014-Q1,6,13.8,13.7
Adoption,LONDON,5 Unknown,2014-Q2,6,10.6,11.2
Adoption,LONDON,5 Unknown,2014-Q3,4,106.6,13
Adoption,LONDON,5 Unknown,2014-Q4,2,7.6,7.6
Adoption,LONDON,5 Unknown,2015-Q1,11,14.4,10.1
Adoption,LONDON,5 Unknown,2015-Q2,8,9.8,8.4
Adoption,LONDON,5 Unknown,2015-Q3,2,9.7,9.7
Adoption,LONDON,5 Unknown,2015-Q4,6,10.5,10.7
Adoption,LONDON,5 Unknown,2016-Q1,5,9.9,9.3
Adoption,LONDON,5 Unknown,2016-Q2,6,10.4,9.7
Adoption,LONDON,5 Unknown,2016-Q3,2,16.1,16.1
Adoption,LONDON,5 Unknown,2016-Q4,6,9.9,7.6
Adoption,LONDON,5 Unknown,2017-Q1,7,16.7,11.1
Adoption,LONDON,5 Unknown,2017-Q2,2,9.1,9.1
Adoption,LONDON,5 Unknown,2017-Q3,6,12.4,10.5
Adoption,LONDON,5 Unknown,2017-Q4,7,11.8,10
Adoption,LONDON,5 Unknown,2018-Q1,3,15.4,13.9
Adoption,LONDON,5 Unknown,2018-Q2,1,37.9,37.9
Adoption,LONDON,5 Unknown,2018-Q4,3,17,14.3
Adoption,LONDON,5 Unknown,2019-Q1,2,13.5,13.5
Adoption,LONDON,5 Unknown,2019-Q2,4,16.6,14.8
Adoption,LONDON,5 Unknown,2019-Q3,7,12.1,12.7
Adoption,LONDON,5 Unknown,2019-Q4,4,20.6,12.4
Adoption,LONDON,5 Unknown,2020-Q1,4,8.8,8.1
Adoption,LONDON,5 Unknown,2020-Q3,1,13,13
Adoption,LONDON,5 Unknown,2020-Q4,3,10.5,11.1
Adoption,LONDON,5 Unknown,2021-Q1,4,9.2,9.7
Adoption,LONDON,5 Unknown,2021-Q2,2,39.7,39.7
Adoption,LONDON,5 Unknown,2021-Q3,7,10.9,9.4
Adoption,LONDON,5 Unknown,2021-Q4,8,15.9,13
Adoption,LONDON,5 Unknown,2022-Q1,3,9.7,9.3
Adoption,LONDON,5 Unknown,2022-Q2,6,12.9,13.3
Adoption,LONDON,5 Unknown,2022-Q3,8,20.2,14.1
Adoption,LONDON,5 Unknown,2022-Q4,8,28.1,27.8
Adoption,LONDON,5 Unknown,2023-Q1,11,15.9,13
Adoption,LONDON,5 Unknown,2023-Q2,4,21.6,18.2
Adoption,LONDON,5 Unknown,2023-Q3,6,13,10.1
Adoption,LONDON,5 Unknown,2023-Q4,14,21.6,21.1
Adoption,LONDON,5 Unknown,2024-Q1,5,13.9,7
Adoption,LONDON,5 Unknown,2024-Q2,12,24.4,18.1
Adoption,LONDON,5 Unknown,2024-Q3,6,22.7,24.4
Adoption,LONDON,5 Unknown,2024-Q4,4,27.9,20.1
Adoption,LONDON,5 Unknown,2025-Q1,2,22.2,22.2
Adoption,LONDON,5 Unknown,2025-Q2,1,2,2
Adoption,LONDON,5 Unknown,2025-Q3,3,28.6,23.3
Adoption,LONDON,5 Unknown,2025-Q4,2,20.4,20.4
Adoption,LONDON,All types,2011-Q1,139,13.9,12
Adoption,LONDON,All types,2011-Q2,133,15.2,13
Adoption,LONDON,All types,2011-Q3,135,15.3,13.7
Adoption,LONDON,All types,2011-Q4,179,17.7,13.6
Adoption,LONDON,All types,2012-Q1,155,16.6,13.4
Adoption,LONDON,All types,2012-Q2,162,15,12.1
Adoption,LONDON,All types,2012-Q3,141,15,12
Adoption,LONDON,All types,2012-Q4,184,14.3,11.1
Adoption,LONDON,All types,2013-Q1,147,16,12.6
Adoption,LONDON,All types,2013-Q2,203,14.4,10.6
Adoption,LONDON,All types,2013-Q3,174,13,10.4
Adoption,LONDON,All types,2013-Q4,161,12.2,10.1
Adoption,LONDON,All types,2014-Q1,137,11.7,10.4
Adoption,LONDON,All types,2014-Q2,186,15,13.3
Adoption,LONDON,All types,2014-Q3,174,18.9,13.5
Adoption,LONDON,All types,2014-Q4,153,16.1,12
Adoption,LONDON,All types,2015-Q1,154,14.9,10.3
Adoption,LONDON,All types,2015-Q2,137,15.7,12.9
Adoption,LONDON,All types,2015-Q3,125,15.3,11.3
Adoption,LONDON,All types,2015-Q4,148,15.4,13.1
Adoption,LONDON,All types,2016-Q1,153,22.5,16.4
Adoption,LONDON,All types,2016-Q2,114,17.3,13.8
Adoption,LONDON,All types,2016-Q3,118,18.1,13.7
Adoption,LONDON,All types,2016-Q4,104,17,12
Adoption,LONDON,All types,2017-Q1,106,16.4,14.1
Adoption,LONDON,All types,2017-Q2,122,16.8,12
Adoption,LONDON,All types,2017-Q3,107,14,11.1
Adoption,LONDON,All types,2017-Q4,117,17.5,13.6
Adoption,LONDON,All types,2018-Q1,91,20.8,15
Adoption,LONDON,All types,2018-Q2,83,18,13.9
Adoption,LONDON,All types,2018-Q3,95,20.3,14.7
Adoption,LONDON,All types,2018-Q4,92,19.3,15.7
Adoption,LONDON,All types,2019-Q1,127,21.6,16.9
Adoption,LONDON,All types,2019-Q2,81,18,14.1
Adoption,LONDON,All types,2019-Q3,104,19.1,15.1
Adoption,LONDON,All types,2019-Q4,91,18.7,15.4
Adoption,LONDON,All types,2020-Q1,87,18.9,15
Adoption,LONDON,All types,2020-Q2,48,19,16.1
Adoption,LONDON,All types,2020-Q3,65,29.1,20.9
Adoption,LONDON,All types,2020-Q4,71,27.3,22.7
Adoption,LONDON,All types,2021-Q1,76,24.3,21.8
Adoption,LONDON,All types,2021-Q2,75,22.1,15.1
Adoption,LONDON,All types,2021-Q3,88,22.1,17.3
Adoption,LONDON,All types,2021-Q4,73,23,14.9
Adoption,LONDON,All types,2022-Q1,70,21.3,17.1
Adoption,LONDON,All types,2022-Q2,77,23.6,21.1
Adoption,LONDON,All types,2022-Q3,74,25,18.1
Adoption,LONDON,All types,2022-Q4,73,21.6,16.7
Adoption,LONDON,All types,2023-Q1,72,24.4,17.3
Adoption,LONDON,All types,2023-Q2,77,25.8,19.6
Adoption,LONDON,All types,2023-Q3,73,21.4,18.9
Adoption,LONDON,All types,2023-Q4,68,29.9,19.3
Adoption,LONDON,All types,2024-Q1,86,22.3,15.1
Adoption,LONDON,All types,2024-Q2,79,23.1,18.3
Adoption,LONDON,All types,2024-Q3,64,22,18.6
Adoption,LONDON,All types,2024-Q4,81,26.9,21.7
Adoption,LONDON,All types,2025-Q1,89,20.9,16
Adoption,LONDON,All types,2025-Q2,85,23.8,19.9
Adoption,LONDON,All types,2025-Q3,93,23.7,21.7
Adoption,LONDON,All types,2025-Q4,73,19.1,15.3
Adoption,MIDLANDS,1 Both,2011-Q2,4,38.3,33.7
Adoption,MIDLANDS,1 Both,2011-Q3,2,65,65
Adoption,MIDLANDS,1 Both,2011-Q4,6,16.6,14.8
Adoption,MIDLANDS,1 Both,2012-Q2,1,41.3,41.3
Adoption,MIDLANDS,1 Both,2012-Q3,2,40.6,40.6
Adoption,MIDLANDS,1 Both,2012-Q4,1,13.6,13.6
Adoption,MIDLANDS,1 Both,2013-Q1,1,18.7,18.7
Adoption,MIDLANDS,1 Both,2013-Q2,1,15.1,15.1
Adoption,MIDLANDS,1 Both,2013-Q3,2,48.9,48.9
Adoption,MIDLANDS,1 Both,2013-Q4,5,33.6,31.7
Adoption,MIDLANDS,1 Both,2014-Q1,1,23.9,23.9
Adoption,MIDLANDS,1 Both,2014-Q2,1,34.4,34.4
Adoption,MIDLANDS,1 Both,2014-Q3,1,22.1,22.1
Adoption,MIDLANDS,1 Both,2014-Q4,4,23.5,22.6
Adoption,MIDLANDS,1 Both,2015-Q1,1,21.1,21.1
Adoption,MIDLANDS,1 Both,2015-Q2,2,7,7
Adoption,MIDLANDS,1 Both,2015-Q3,3,50.3,56
Adoption,MIDLANDS,1 Both,2015-Q4,1,31.9,31.9
Adoption,MIDLANDS,1 Both,2016-Q1,4,38.7,33.9
Adoption,MIDLANDS,1 Both,2016-Q2,3,35.5,21.3
Adoption,MIDLANDS,1 Both,2016-Q4,1,44.7,44.7
Adoption,MIDLANDS,1 Both,2017-Q2,2,36.6,36.6
Adoption,MIDLANDS,1 Both,2017-Q3,2,35,35
Adoption,MIDLANDS,1 Both,2018-Q1,1,18.9,18.9
Adoption,MIDLANDS,1 Both,2018-Q3,1,21.6,21.6
Adoption,MIDLANDS,1 Both,2018-Q4,2,53,53
Adoption,MIDLANDS,1 Both,2019-Q1,2,112.9,112.9
Adoption,MIDLANDS,1 Both,2019-Q2,2,37,37
Adoption,MIDLANDS,1 Both,2019-Q4,1,24.6,24.6
Adoption,MIDLANDS,1 Both,2020-Q1,1,35.7,35.7
Adoption,MIDLANDS,1 Both,2020-Q4,1,53.7,53.7
Adoption,MIDLANDS,1 Both,2021-Q3,3,124.7,137.7
Adoption,MIDLANDS,1 Both,2021-Q4,2,68,68
Adoption,MIDLANDS,1 Both,2022-Q2,2,53.6,53.6
Adoption,MIDLANDS,1 Both,2022-Q3,1,55.7,55.7
Adoption,MIDLANDS,1 Both,2022-Q4,1,47,47
Adoption,MIDLANDS,1 Both,2023-Q1,2,18.9,18.9
Adoption,MIDLANDS,1 Both,2023-Q2,2,23.7,23.7
Adoption,MIDLANDS,1 Both,2023-Q3,4,53.9,49.1
Adoption,MIDLANDS,1 Both,2024-Q2,1,33,33
Adoption,MIDLANDS,1 Both,2024-Q3,1,28.9,28.9
Adoption,MIDLANDS,1 Both,2024-Q4,2,41.2,41.2
Adoption,MIDLANDS,1 Both,2025-Q2,1,50.4,50.4
Adoption,MIDLANDS,1 Both,2025-Q4,1,50.6,50.6
Adoption,MIDLANDS,2 Applicant Only,2011-Q1,8,44.2,53.6
Adoption,MIDLANDS,2 Applicant Only,2011-Q2,6,44.3,16.6
Adoption,MIDLANDS,2 Applicant Only,2011-Q3,8,24.3,26.1
Adoption,MIDLANDS,2 Applicant Only,2011-Q4,8,30.2,15.4
Adoption,MIDLANDS,2 Applicant Only,2012-Q1,7,37.7,26.4
Adoption,MIDLANDS,2 Applicant Only,2012-Q2,8,15.8,13.3
Adoption,MIDLANDS,2 Applicant Only,2012-Q3,4,23,21.1
Adoption,MIDLANDS,2 Applicant Only,2012-Q4,11,25.3,24.1
Adoption,MIDLANDS,2 Applicant Only,2013-Q1,3,108.2,18.6
Adoption,MIDLANDS,2 Applicant Only,2013-Q2,5,28.6,25.1
Adoption,MIDLANDS,2 Applicant Only,2013-Q3,5,40.7,30.4
Adoption,MIDLANDS,2 Applicant Only,2013-Q4,6,30.7,21.1
Adoption,MIDLANDS,2 Applicant Only,2014-Q1,9,26.2,19.1
Adoption,MIDLANDS,2 Applicant Only,2014-Q2,4,29.3,25.2
Adoption,MIDLANDS,2 Applicant Only,2014-Q3,8,19.4,18.1
Adoption,MIDLANDS,2 Applicant Only,2014-Q4,12,28.7,24.3
Adoption,MIDLANDS,2 Applicant Only,2015-Q1,12,24.2,22.4
Adoption,MIDLANDS,2 Applicant Only,2015-Q2,5,20.6,19
Adoption,MIDLANDS,2 Applicant Only,2015-Q3,4,31.1,28.9
Adoption,MIDLANDS,2 Applicant Only,2015-Q4,4,21.3,20.9
Adoption,MIDLANDS,2 Applicant Only,2016-Q1,3,37.4,34.7
Adoption,MIDLANDS,2 Applicant Only,2016-Q3,5,22.1,17.4
Adoption,MIDLANDS,2 Applicant Only,2016-Q4,14,20.6,19.1
Adoption,MIDLANDS,2 Applicant Only,2017-Q1,3,15.9,13.9
Adoption,MIDLANDS,2 Applicant Only,2017-Q2,3,25.5,27.9
Adoption,MIDLANDS,2 Applicant Only,2017-Q3,6,32.8,28.4
Adoption,MIDLANDS,2 Applicant Only,2017-Q4,5,14.9,15.7
Adoption,MIDLANDS,2 Applicant Only,2018-Q1,3,34.4,29.9
Adoption,MIDLANDS,2 Applicant Only,2018-Q2,3,23.1,18.1
Adoption,MIDLANDS,2 Applicant Only,2018-Q3,7,36.1,40
Adoption,MIDLANDS,2 Applicant Only,2018-Q4,3,36.9,39.6
Adoption,MIDLANDS,2 Applicant Only,2019-Q3,4,47.4,50.7
Adoption,MIDLANDS,2 Applicant Only,2019-Q4,6,27.8,27.3
Adoption,MIDLANDS,2 Applicant Only,2020-Q1,3,28.6,35.6
Adoption,MIDLANDS,2 Applicant Only,2020-Q2,1,18.3,18.3
Adoption,MIDLANDS,2 Applicant Only,2020-Q3,1,58.1,58.1
Adoption,MIDLANDS,2 Applicant Only,2020-Q4,5,47.5,51.1
Adoption,MIDLANDS,2 Applicant Only,2021-Q1,4,43,28.2
Adoption,MIDLANDS,2 Applicant Only,2021-Q3,2,33.8,33.8
Adoption,MIDLANDS,2 Applicant Only,2021-Q4,2,22.8,22.8
Adoption,MIDLANDS,2 Applicant Only,2022-Q1,4,34.7,38.9
Adoption,MIDLANDS,2 Applicant Only,2022-Q2,3,33.1,32.6
Adoption,MIDLANDS,2 Applicant Only,2022-Q3,1,50.6,50.6
Adoption,MIDLANDS,2 Applicant Only,2022-Q4,4,41.7,42.7
Adoption,MIDLANDS,2 Applicant Only,2023-Q1,2,34.1,34.1
Adoption,MIDLANDS,2 Applicant Only,2023-Q2,7,37.7,29.6
Adoption,MIDLANDS,2 Applicant Only,2023-Q3,1,51.6,51.6
Adoption,MIDLANDS,2 Applicant Only,2023-Q4,3,29.7,30.9
Adoption,MIDLANDS,2 Applicant Only,2024-Q1,2,36.4,36.4
Adoption,MIDLANDS,2 Applicant Only,2024-Q2,2,18.4,18.4
Adoption,MIDLANDS,2 Applicant Only,2024-Q3,4,10,9.1
Adoption,MIDLANDS,2 Applicant Only,2024-Q4,5,28.7,27.1
Adoption,MIDLANDS,2 Applicant Only,2025-Q1,1,23.3,23.3
Adoption,MIDLANDS,2 Applicant Only,2025-Q3,7,30.7,24.4
Adoption,MIDLANDS,2 Applicant Only,2025-Q4,6,35.9,37.7
Adoption,MIDLANDS,3 Respondent Only,2011-Q1,4,37.7,44.4
Adoption,MIDLANDS,3 Respondent Only,2011-Q2,3,15.1,18.6
Adoption,MIDLANDS,3 Respondent Only,2011-Q3,9,20,17.1
Adoption,MIDLANDS,3 Respondent Only,2011-Q4,5,17.5,18
Adoption,MIDLANDS,3 Respondent Only,2012-Q1,7,19.1,15
Adoption,MIDLANDS,3 Respondent Only,2012-Q2,4,13,13.8
Adoption,MIDLANDS,3 Respondent Only,2012-Q3,6,19.5,17
Adoption,MIDLANDS,3 Respondent Only,2012-Q4,7,22.3,18
Adoption,MIDLANDS,3 Respondent Only,2013-Q1,6,10.9,11.1
Adoption,MIDLANDS,3 Respondent Only,2013-Q2,7,16.5,9.1
Adoption,MIDLANDS,3 Respondent Only,2013-Q3,3,20.1,25.6
Adoption,MIDLANDS,3 Respondent Only,2013-Q4,2,14.9,14.9
Adoption,MIDLANDS,3 Respondent Only,2014-Q1,6,20.9,17.5
