YEAR,Qtr,Type,Count_type,Public_private,Disposal_type,Order_type,Order_type_code,Sex,age_band,Applicants_in_case,Respondents_in_case,HC_INDICATOR,Count
2012,3,Application,Children,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1378
2012,3,Application,Children,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,68
2012,3,Application,Children,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,468
2012,3,Application,Children,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,90
2012,3,Application,Children,Private law,N/A,Parental Order,28,N/A,N/A,N/A,N/A,N/A,180
2012,3,Application,Children,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,10480
2012,3,Application,Children,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,253
2012,3,Application,Children,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,9717
2012,3,Application,Children,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,163
2012,3,Application,Children,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,5142
2012,3,Application,Children,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,11
2012,3,Application,Children,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,3023
2012,3,Application,Children,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,97
2012,3,Application,Children,Private law,N/A,Financial Application,34,N/A,N/A,N/A,N/A,N/A,204
2012,3,Application,Children,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,294
2012,3,Application,Children,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,16
2012,3,Application,Children,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,56
2012,3,Application,Children,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,6
2012,3,Application,Children,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,185
2012,3,Application,Children,Public law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,1
2012,3,Application,Children,Private law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,95
2012,3,Application,Children,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,12
2012,3,Application,Children,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,20116
2012,3,Application,Children,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,485
2012,4,Application,Children,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,5108
2012,4,Application,Children,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,267
2012,4,Application,Children,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,81
2012,4,Application,Children,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,332
2012,4,Application,Children,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,18
2012,4,Application,Children,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,212
2012,4,Application,Children,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,148
2012,4,Application,Children,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,81
2012,4,Application,Children,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,1
2012,4,Application,Children,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,27
2012,4,Application,Children,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,503
2012,4,Application,Children,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,4
2012,4,Application,Children,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,3
2012,4,Application,Children,Public law,N/A,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,2
2012,4,Application,Children,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,51
2012,4,Application,Children,Public law,N/A,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
2012,4,Application,Children,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1240
2012,4,Application,Children,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,52
2012,4,Application,Children,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,435
2012,4,Application,Children,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,105
2012,4,Application,Children,Private law,N/A,Parental Order,28,N/A,N/A,N/A,N/A,N/A,156
2012,4,Application,Children,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,10095
2012,4,Application,Children,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,187
2012,4,Application,Children,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,8816
2012,4,Application,Children,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,202
2012,4,Application,Children,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,4604
2012,4,Application,Children,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,10
2012,4,Application,Children,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,2134
2012,4,Application,Children,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,94
2012,4,Application,Children,Private law,N/A,Financial Application,34,N/A,N/A,N/A,N/A,N/A,182
2012,4,Application,Children,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,300
2012,4,Application,Children,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,20
2012,4,Application,Children,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,45
2012,4,Application,Children,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,11
2012,4,Application,Children,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,174
2012,4,Application,Children,Public law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,1
2012,4,Application,Children,Private law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,93
2012,4,Application,Children,Public law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,2
2012,4,Application,Children,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,12
2012,4,Application,Children,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,18609
2012,4,Application,Children,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,464
2013,1,Application,Children,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,5160
2013,1,Application,Children,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,329
2013,1,Application,Children,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,106
2013,1,Application,Children,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,295
2013,1,Application,Children,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,8
2013,1,Application,Children,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,160
2013,1,Application,Children,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,153
2013,1,Application,Children,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,58
2013,1,Application,Children,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,1
2013,1,Application,Children,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,17
2013,1,Application,Children,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,450
2013,1,Application,Children,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,7
2013,1,Application,Children,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,12
2013,1,Application,Children,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,43
2013,1,Application,Children,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1270
2013,1,Application,Children,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,98
2013,1,Application,Children,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,525
2013,1,Application,Children,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,92
2013,1,Application,Children,Private law,N/A,Parental Order,28,N/A,N/A,N/A,N/A,N/A,162
2013,1,Application,Children,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,10619
2013,1,Application,Children,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,251
2013,1,Application,Children,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,9593
2013,1,Application,Children,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,134
2013,1,Application,Children,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,5209
2013,1,Application,Children,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,6
2013,1,Application,Children,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,2434
2013,1,Application,Children,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,90
2013,1,Application,Children,Private law,N/A,Financial Application,34,N/A,N/A,N/A,N/A,N/A,157
2013,1,Application,Children,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,273
2013,1,Application,Children,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,14
2013,1,Application,Children,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,31
2013,1,Application,Children,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,3
2013,1,Application,Children,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,189
2013,1,Application,Children,Public law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,3
2013,1,Application,Children,Public law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,1
2013,1,Application,Children,Public law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,4
2013,1,Application,Children,Private law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,92
2013,1,Application,Children,Public law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,2
2013,1,Application,Children,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,10
2013,1,Application,Children,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,20155
2013,1,Application,Children,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,453
2013,2,Application,Children,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,5011
2013,2,Application,Children,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,368
2013,2,Application,Children,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,107
2013,2,Application,Children,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,374
2013,2,Application,Children,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,18
2013,2,Application,Children,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,161
2013,2,Application,Children,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,127
2013,2,Application,Children,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,46
2013,2,Application,Children,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,3
2013,2,Application,Children,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,29
2013,2,Application,Children,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,435
2013,2,Application,Children,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,2
2013,2,Application,Children,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,2
2013,2,Application,Children,Public law,N/A,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,1
2013,2,Application,Children,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,42
2013,2,Application,Children,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1502
2013,2,Application,Children,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,55
2013,2,Application,Children,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,459
2013,2,Application,Children,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,79
2013,2,Application,Children,Private law,N/A,Parental Order,28,N/A,N/A,N/A,N/A,N/A,193
2013,2,Application,Children,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,13335
2013,2,Application,Children,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,271
2013,2,Application,Children,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,9625
2013,2,Application,Children,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,156
2013,2,Application,Children,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,4153
2013,2,Application,Children,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,12
2013,2,Application,Children,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,2570
2013,2,Application,Children,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,89
2013,2,Application,Children,Private law,N/A,Financial Application,34,N/A,N/A,N/A,N/A,N/A,196
2013,2,Application,Children,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,413
2013,2,Application,Children,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,15
2013,2,Application,Children,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,31
2013,2,Application,Children,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,3
2013,2,Application,Children,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,262
2013,2,Application,Children,Public law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,3
2013,2,Application,Children,Private law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,108
2013,2,Application,Children,Public law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,1
2013,2,Application,Children,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,24
2013,2,Application,Children,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,22483
2013,2,Application,Children,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,492
2013,3,Application,Children,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,4479
2013,3,Application,Children,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,368
2013,3,Application,Children,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,103
2013,3,Application,Children,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,303
2013,3,Application,Children,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,30
2013,3,Application,Children,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,188
2013,3,Application,Children,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,174
2013,3,Application,Children,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,68
2013,3,Application,Children,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,5
2013,3,Application,Children,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,50
2013,3,Application,Children,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,561
2013,3,Application,Children,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,13
2013,3,Application,Children,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,8
2013,3,Application,Children,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,87
2013,3,Application,Children,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1132
2013,3,Application,Children,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,64
2013,3,Application,Children,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,552
2013,3,Application,Children,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,75
2013,3,Application,Children,Private law,N/A,Parental Order,28,N/A,N/A,N/A,N/A,N/A,166
2013,3,Application,Children,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,10942
2013,3,Application,Children,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,199
2013,3,Application,Children,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,9136
2013,3,Application,Children,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,120
2013,3,Application,Children,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,4192
2013,3,Application,Children,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,11
2013,3,Application,Children,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,2626
2013,3,Application,Children,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,107
2013,3,Application,Children,Private law,N/A,Financial Application,34,N/A,N/A,N/A,N/A,N/A,184
2013,3,Application,Children,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,451
2013,3,Application,Children,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,24
2013,3,Application,Children,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,32
2013,3,Application,Children,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,4
2013,3,Application,Children,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,277
2013,3,Application,Children,Public law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,1
2013,3,Application,Children,Private law,N/A,Enforcement - Order for Financial Compensation,36,N/A,N/A,N/A,N/A,N/A,107
2013,3,Application,Children,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,20
2013,3,Application,Children,Public law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,1
2013,3,Application,Children,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,20121
2013,3,Application,Children,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,410
2013,4,Application,Children,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,4742
2013,4,Application,Children,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,320
2013,4,Application,Children,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,109
2013,4,Application,Children,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,201
2013,4,Application,Children,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,21
2013,4,Application,Children,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,164
2013,4,Application,Children,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,122
2013,4,Application,Children,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,48
2013,4,Application,Children,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,4
2013,4,Application,Children,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,31
2013,4,Application,Children,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,604
