case_type,year,quarter,category,party,gender,representation,count
Adoption,2013,2,Party,Respondent,Male,Y,8
Adoption,2015,3,Party,Respondent,Unknown,N,5
Adoption,2020,3,Party,Respondent,Unknown,N,4
Adoption,2012,1,Party,Respondent,Unknown,N,3
Adoption,2022,4,Party,Respondent,Unknown,Y,18
Adoption,2019,4,Party,Respondent,Unknown,N,10
Adoption,2014,3,Party,Respondent,Unknown,N,2
Adoption,2015,4,Party,Respondent,Unknown,N,3
Adoption,2017,4,Party,Respondent,Unknown,Y,2
Adoption,2019,2,Party,Respondent,Unknown,Y,4
Adoption,2024,3,Party,Respondent,Unknown,Y,17
Adoption,2025,1,Party,Respondent,Unknown,Y,18
Adoption,2020,1,Party,Respondent,Unknown,N,2
Adoption,2020,2,Party,Respondent,Unknown,N,3
Adoption,2022,2,Party,Respondent,Unknown,N,2
Adoption,2015,3,Party,Respondent,Unknown,Y,3
Adoption,2016,2,Party,Respondent,Unknown,Y,1
Adoption,2011,4,Party,Respondent,Unknown,N,3
Adoption,2019,2,Party,Respondent,Unknown,N,1
Adoption,2020,1,Party,Respondent,Unknown,Y,1
Adoption,2021,3,Party,Respondent,Unknown,N,2
Adoption,2015,1,Party,Respondent,Male,N,1263
Adoption,2018,2,Party,Respondent,Female,N,1161
Adoption,2011,1,Party,Respondent,Female,N,1136
Adoption,2014,1,Party,Respondent,Female,N,1643
Adoption,2014,1,Party,Respondent,Male,N,1251
Adoption,2013,1,Party,Respondent,Female,N,1422
Adoption,2011,2,Party,Respondent,Female,N,951
Adoption,2011,2,Party,Respondent,Male,Y,27
Adoption,2011,3,Party,Respondent,Male,N,727
Adoption,2012,1,Party,Respondent,Female,N,1220
Adoption,2012,2,Party,Respondent,Female,N,1111
Adoption,2013,3,Party,Respondent,Female,N,1436
Adoption,2013,2,Party,Respondent,Female,N,1472
Adoption,2012,1,Party,Respondent,Female,Y,43
Adoption,2012,4,Party,Respondent,Male,N,948
Adoption,2013,2,Party,Respondent,Female,Y,38
Adoption,2014,3,Party,Respondent,Female,N,1493
Adoption,2014,4,Party,Respondent,Female,Y,58
Adoption,2015,2,Party,Respondent,Female,Y,55
Adoption,2015,3,Party,Respondent,Female,Y,77
Adoption,2015,4,Party,Respondent,Female,N,1334
Adoption,2016,2,Party,Respondent,Male,N,1059
Adoption,2016,2,Party,Respondent,Female,N,1315
Adoption,2016,3,Party,Respondent,Male,N,1054
Adoption,2016,3,Party,Respondent,Male,Y,22
Adoption,2015,1,Party,Respondent,Female,Y,67
Adoption,2015,1,Party,Respondent,Male,Y,24
Adoption,2013,1,Party,Respondent,Male,Y,27
Adoption,2018,3,Party,Respondent,Female,N,1149
Adoption,2018,3,Party,Respondent,Male,N,866
Adoption,2020,3,Party,Respondent,Female,Y,39
Adoption,2021,1,Party,Respondent,Female,N,1042
Adoption,2021,4,Party,Respondent,Female,N,932
Adoption,2022,2,Party,Respondent,Female,N,846
Adoption,2023,3,Party,Respondent,Male,N,642
Adoption,2023,3,Party,Respondent,Female,N,879
Adoption,2024,1,Party,Respondent,Female,N,888
Adoption,2018,1,Party,Respondent,Male,Y,18
Adoption,2021,4,Party,Respondent,Female,Y,53
Adoption,2022,4,Party,Respondent,Female,Y,36
Adoption,2024,1,Party,Respondent,Male,N,619
Adoption,2024,2,Party,Respondent,Female,N,917
Adoption,2024,2,Party,Respondent,Male,N,702
Adoption,2024,4,Party,Respondent,Female,N,889
Adoption,2016,4,Party,Respondent,Male,Y,23
Adoption,2025,1,Party,Respondent,Female,N,840
Adoption,2025,3,Party,Respondent,Male,Y,23
Adoption,2017,1,Party,Respondent,Female,Y,70
Adoption,2018,1,Party,Respondent,Female,Y,46
Adoption,2021,2,Party,Respondent,Male,Y,10
Adoption,2025,2,Party,Respondent,Male,Y,25
Adoption,2015,4,Party,Respondent,Male,Y,19
Adoption,2017,4,Party,Respondent,Unknown,N,17
Adoption,2022,4,Party,Respondent,Unknown,N,4
Adoption,2024,3,Party,Respondent,Female,Y,68
Adoption,2015,3,Party,Respondent,Male,Y,32
Adoption,2018,3,Party,Respondent,Female,Y,48
Adoption,2022,2,Party,Respondent,Male,Y,13
Adoption,2017,2,Party,Respondent,Male,Y,12
Adoption,2024,3,Party,Respondent,Male,Y,28
Adoption,2017,3,Party,Respondent,Male,Y,24
Adoption,2023,1,Party,Respondent,Unknown,N,4
Adoption,2012,4,Party,Respondent,Male,Y,18
Adoption,2019,2,Party,Respondent,Male,Y,4
Adoption,2012,3,Party,Respondent,Male,Y,22
Adoption,2015,2,Party,Respondent,Male,Y,31
Adoption,2022,4,Party,Respondent,Male,Y,12
Adoption,2021,4,Party,Respondent,Male,Y,21
Adoption,2025,4,Party,Respondent,Male,Y,9
Adoption,2019,3,Party,Respondent,Male,Y,15
Adoption,2011,3,Party,Respondent,Unknown,N,4
Adoption,2013,2,Party,Respondent,Unknown,N,6
Adoption,2012,4,Party,Respondent,Unknown,N,1
Adoption,2024,4,Party,Respondent,Unknown,N,5
Adoption,2025,4,Party,Respondent,Unknown,N,7
Adoption,2022,3,Party,Respondent,Unknown,N,5
Adoption,2013,1,Party,Respondent,Unknown,Y,1
Adoption,2022,2,Party,Respondent,Unknown,Y,12
Adoption,2024,4,Party,Respondent,Unknown,Y,16
Adoption,2025,2,Party,Respondent,Unknown,Y,8
Adoption,2025,3,Party,Respondent,Unknown,Y,15
Adoption,2014,4,Party,Respondent,Unknown,N,1
Adoption,2018,1,Party,Respondent,Unknown,Y,1
Adoption,2019,1,Party,Respondent,Unknown,Y,1
Adoption,2021,4,Party,Respondent,Unknown,N,4
Adoption,2022,1,Party,Respondent,Unknown,N,2
Adoption,2014,4,Cases with a hearing,N/A,N/A,N/A,1458
Adoption,2018,2,Cases with a hearing,N/A,N/A,N/A,1222
Adoption,2012,2,Cases with a hearing,N/A,N/A,N/A,1184
Adoption,2012,3,Cases with a hearing,N/A,N/A,N/A,1194
Adoption,2012,4,Cases with a hearing,N/A,N/A,N/A,1331
Adoption,2016,1,Cases with a hearing,N/A,N/A,N/A,1500
Adoption,2023,2,Cases with a hearing,N/A,N/A,N/A,960
Adoption,2024,1,Cases with a hearing,N/A,N/A,N/A,975
Adoption,2024,3,Cases with a hearing,N/A,N/A,N/A,892
Adoption,2025,1,Cases with a hearing,N/A,N/A,N/A,931
Adoption,2015,2,Cases with a hearing,N/A,N/A,N/A,1392
Adoption,2015,3,Cases with a hearing,N/A,N/A,N/A,1521
Adoption,2016,3,Cases with a hearing,N/A,N/A,N/A,1419
Adoption,2016,4,Cases with a hearing,N/A,N/A,N/A,1385
Adoption,2017,2,Cases with a hearing,N/A,N/A,N/A,1226
Adoption,2020,2,Cases with a hearing,N/A,N/A,N/A,775
Adoption,2011,1,Cases with a hearing,N/A,N/A,N/A,1262
Adoption,2011,2,Cases with a hearing,N/A,N/A,N/A,1065
Adoption,2014,1,Cases with a hearing,N/A,N/A,N/A,1737
Adoption,2014,2,Cases with a hearing,N/A,N/A,N/A,1648
Adoption,2014,3,Cases with a hearing,N/A,N/A,N/A,1593
Adoption,2019,4,Cases with a hearing,N/A,N/A,N/A,1167
Adoption,2021,1,Cases with a hearing,N/A,N/A,N/A,1105
Adoption,2021,2,Cases with a hearing,N/A,N/A,N/A,986
Adoption,2024,2,Cases with a hearing,N/A,N/A,N/A,998
Adoption,2021,3,Cases with a hearing,N/A,N/A,N/A,884
Adoption,2021,4,Cases with a hearing,N/A,N/A,N/A,991
Adoption,2013,1,Cases with a hearing,N/A,N/A,N/A,1507
Adoption,2013,2,Cases with a hearing,N/A,N/A,N/A,1532
Adoption,2015,1,Cases with a hearing,N/A,N/A,N/A,1652
Adoption,2018,1,Cases with a hearing,N/A,N/A,N/A,1266
Adoption,2018,3,Cases with a hearing,N/A,N/A,N/A,1211
Adoption,2022,2,Cases with a hearing,N/A,N/A,N/A,901
Adoption,2023,4,Cases with a hearing,N/A,N/A,N/A,1045
Adoption,2011,4,Cases with a hearing,N/A,N/A,N/A,1077
Adoption,2012,1,Cases with a hearing,N/A,N/A,N/A,1299
Adoption,2013,3,Cases with a hearing,N/A,N/A,N/A,1499
Adoption,2015,4,Cases with a hearing,N/A,N/A,N/A,1404
Adoption,2017,1,Cases with a hearing,N/A,N/A,N/A,1414
Adoption,2017,4,Cases with a hearing,N/A,N/A,N/A,1275
Adoption,2018,4,Cases with a hearing,N/A,N/A,N/A,1256
Adoption,2020,3,Cases with a hearing,N/A,N/A,N/A,1032
Adoption,2019,3,Cases with a hearing,N/A,N/A,N/A,1138
Adoption,2023,3,Cases with a hearing,N/A,N/A,N/A,944
Adoption,2017,3,Cases with a hearing,N/A,N/A,N/A,1340
Adoption,2020,4,Cases with a hearing,N/A,N/A,N/A,1110
Adoption,2023,1,Cases with a hearing,N/A,N/A,N/A,1026
Adoption,2011,3,Cases with a hearing,N/A,N/A,N/A,1056
Adoption,2019,2,Cases with a hearing,N/A,N/A,N/A,1175
Adoption,2022,1,Cases with a hearing,N/A,N/A,N/A,971
Adoption,2022,3,Cases with a hearing,N/A,N/A,N/A,952
Adoption,2024,4,Cases with a hearing,N/A,N/A,N/A,956
Adoption,2025,2,Cases with a hearing,N/A,N/A,N/A,842
Adoption,2025,3,Cases with a hearing,N/A,N/A,N/A,843
Adoption,2025,4,Cases with a hearing,N/A,N/A,N/A,773
Adoption,2022,4,Cases with a hearing,N/A,N/A,N/A,902
Adoption,2013,4,Cases with a hearing,N/A,N/A,N/A,1586
Adoption,2016,2,Cases with a hearing,N/A,N/A,N/A,1400
Adoption,2019,1,Cases with a hearing,N/A,N/A,N/A,1271
Adoption,2020,1,Cases with a hearing,N/A,N/A,N/A,1028
Adoption,2015,2,Cases,N/A,N/A,N/A,1486
Adoption,2018,1,Cases,N/A,N/A,N/A,1305
Adoption,2011,1,Cases,N/A,N/A,N/A,1361
Adoption,2011,2,Cases,N/A,N/A,N/A,1152
Adoption,2014,3,Cases,N/A,N/A,N/A,1707
Adoption,2015,3,Cases,N/A,N/A,N/A,1575
Adoption,2015,4,Cases,N/A,N/A,N/A,1457
Adoption,2019,2,Cases,N/A,N/A,N/A,1233
Adoption,2020,1,Cases,N/A,N/A,N/A,1110
Adoption,2020,2,Cases,N/A,N/A,N/A,837
Adoption,2021,3,Cases,N/A,N/A,N/A,956
Adoption,2021,4,Cases,N/A,N/A,N/A,1059
Adoption,2022,1,Cases,N/A,N/A,N/A,1019
Adoption,2022,3,Cases,N/A,N/A,N/A,1010
Adoption,2022,4,Cases,N/A,N/A,N/A,967
Adoption,2023,1,Cases,N/A,N/A,N/A,1095
Adoption,2024,1,Cases,N/A,N/A,N/A,1041
Adoption,2025,2,Cases,N/A,N/A,N/A,912
Adoption,2018,2,Cases,N/A,N/A,N/A,1259
Adoption,2011,4,Cases,N/A,N/A,N/A,1194
Adoption,2012,1,Cases,N/A,N/A,N/A,1428
Adoption,2012,2,Cases,N/A,N/A,N/A,1295
Adoption,2012,3,Cases,N/A,N/A,N/A,1323
Adoption,2014,1,Cases,N/A,N/A,N/A,1830
Adoption,2011,3,Cases,N/A,N/A,N/A,1163
Adoption,2014,4,Cases,N/A,N/A,N/A,1552
Adoption,2016,2,Cases,N/A,N/A,N/A,1437
Adoption,2017,1,Cases,N/A,N/A,N/A,1468
Adoption,2017,2,Cases,N/A,N/A,N/A,1268
Adoption,2018,3,Cases,N/A,N/A,N/A,1242
Adoption,2019,3,Cases,N/A,N/A,N/A,1176
Adoption,2020,4,Cases,N/A,N/A,N/A,1188
Adoption,2021,2,Cases,N/A,N/A,N/A,1062
Adoption,2023,3,Cases,N/A,N/A,N/A,1045
Adoption,2024,2,Cases,N/A,N/A,N/A,1091
Adoption,2025,4,Cases,N/A,N/A,N/A,964
Adoption,2015,1,Cases,N/A,N/A,N/A,1740
Adoption,2017,3,Cases,N/A,N/A,N/A,1377
Adoption,2013,3,Cases,N/A,N/A,N/A,1590
Adoption,2014,2,Cases,N/A,N/A,N/A,1739
Adoption,2013,1,Cases,N/A,N/A,N/A,1629
Adoption,2016,1,Cases,N/A,N/A,N/A,1546
Adoption,2016,3,Cases,N/A,N/A,N/A,1460
Adoption,2017,4,Cases,N/A,N/A,N/A,1308
Adoption,2019,1,Cases,N/A,N/A,N/A,1326
Adoption,2020,3,Cases,N/A,N/A,N/A,1104
Adoption,2023,2,Cases,N/A,N/A,N/A,1024
Adoption,2025,1,Cases,N/A,N/A,N/A,1021
Adoption,2012,4,Cases,N/A,N/A,N/A,1446
Adoption,2013,2,Cases,N/A,N/A,N/A,1645
Adoption,2013,4,Cases,N/A,N/A,N/A,1683
Adoption,2016,4,Cases,N/A,N/A,N/A,1428
Adoption,2018,4,Cases,N/A,N/A,N/A,1301
Adoption,2019,4,Cases,N/A,N/A,N/A,1230
Adoption,2021,1,Cases,N/A,N/A,N/A,1178
Adoption,2022,2,Cases,N/A,N/A,N/A,985
Adoption,2023,4,Cases,N/A,N/A,N/A,1119
Adoption,2024,3,Cases,N/A,N/A,N/A,965
Adoption,2024,4,Cases,N/A,N/A,N/A,1014
Adoption,2025,3,Cases,N/A,N/A,N/A,939
Public Law,2011,1,Cases,NULL,NULL,NULL,3855
Public Law,2011,1,Cases with a hearing,NULL,NULL,NULL,3459
Public Law,2011,1,Party,Applicant,Female,N,60
Public Law,2011,1,Party,Applicant,Female,Y,174
Public Law,2011,1,Party,Applicant,Male,N,28
Public Law,2011,1,Party,Applicant,Male,Y,77
Public Law,2011,1,Party,Applicant,Not specified,N,43
Public Law,2011,1,Party,Applicant,Not specified,Y,1821
Public Law,2011,1,Party,Applicant,Other,N,15
Public Law,2011,1,Party,Applicant,Other,Y,1400
Public Law,2011,1,Party,Respondent,Female,N,876
Public Law,2011,1,Party,Respondent,Female,Y,2933
Public Law,2011,1,Party,Respondent,Male,N,952
Public Law,2011,1,Party,Respondent,Male,Y,2213
Public Law,2011,1,Party,Respondent,Not specified,N,53
Public Law,2011,1,Party,Respondent,Not specified,Y,18
Public Law,2011,1,Party,Respondent,Other,N,71
Public Law,2011,1,Party,Respondent,Other,Y,28
Public Law,2011,2,Cases,NULL,NULL,NULL,3681
Public Law,2011,2,Cases with a hearing,NULL,NULL,NULL,3333
Public Law,2011,2,Party,Applicant,Female,N,44
Public Law,2011,2,Party,Applicant,Female,Y,141
Public Law,2011,2,Party,Applicant,Male,N,24
Public Law,2011,2,Party,Applicant,Male,Y,63
Public Law,2011,2,Party,Applicant,Not specified,N,29
Public Law,2011,2,Party,Applicant,Not specified,Y,1710
Public Law,2011,2,Party,Applicant,Other,N,15
Public Law,2011,2,Party,Applicant,Other,Y,1465
Public Law,2011,2,Party,Respondent,Female,N,866
Public Law,2011,2,Party,Respondent,Female,Y,2823
Public Law,2011,2,Party,Respondent,Male,N,905
Public Law,2011,2,Party,Respondent,Male,Y,2103
Public Law,2011,2,Party,Respondent,Not specified,N,65
Public Law,2011,2,Party,Respondent,Not specified,Y,25
Public Law,2011,2,Party,Respondent,Other,N,48
Public Law,2011,2,Party,Respondent,Other,Y,32
Public Law,2011,3,Cases,NULL,NULL,NULL,3902
Public Law,2011,3,Cases with a hearing,NULL,NULL,NULL,3547
Public Law,2011,3,Party,Applicant,Female,N,63
Public Law,2011,3,Party,Applicant,Female,Y,164
Public Law,2011,3,Party,Applicant,Male,N,28
Public Law,2011,3,Party,Applicant,Male,Y,60
Public Law,2011,3,Party,Applicant,Not specified,N,32
Public Law,2011,3,Party,Applicant,Not specified,Y,1932
Public Law,2011,3,Party,Applicant,Other,N,14
Public Law,2011,3,Party,Applicant,Other,Y,1382
Public Law,2011,3,Party,Respondent,Female,N,863
Public Law,2011,3,Party,Respondent,Female,Y,3052
Public Law,2011,3,Party,Respondent,Male,N,985
Public Law,2011,3,Party,Respondent,Male,Y,2273
Public Law,2011,3,Party,Respondent,Not specified,N,76
Public Law,2011,3,Party,Respondent,Not specified,Y,32
Public Law,2011,3,Party,Respondent,Other,N,52
Public Law,2011,3,Party,Respondent,Other,Y,30
Public Law,2011,4,Cases,NULL,NULL,NULL,3819
Public Law,2011,4,Cases with a hearing,NULL,NULL,NULL,3468
Public Law,2011,4,Party,Applicant,Female,N,61
Public Law,2011,4,Party,Applicant,Female,Y,117
Public Law,2011,4,Party,Applicant,Male,N,23
Public Law,2011,4,Party,Applicant,Male,Y,60
Public Law,2011,4,Party,Applicant,Not specified,N,24
Public Law,2011,4,Party,Applicant,Not specified,Y,1815
Public Law,2011,4,Party,Applicant,Other,N,11
Public Law,2011,4,Party,Applicant,Other,Y,1477
Public Law,2011,4,Party,Respondent,Female,N,867
Public Law,2011,4,Party,Respondent,Female,Y,2996
Public Law,2011,4,Party,Respondent,Male,N,927
Public Law,2011,4,Party,Respondent,Male,Y,2249
Public Law,2011,4,Party,Respondent,Not specified,N,54
Public Law,2011,4,Party,Respondent,Not specified,Y,17
Public Law,2011,4,Party,Respondent,Other,N,64
Public Law,2011,4,Party,Respondent,Other,Y,17
Public Law,2012,1,Cases,NULL,NULL,NULL,3919
Public Law,2012,1,Cases with a hearing,NULL,NULL,NULL,3554
Public Law,2012,1,Party,Applicant,Female,N,59
Public Law,2012,1,Party,Applicant,Female,Y,194
Public Law,2012,1,Party,Applicant,Male,N,20
Public Law,2012,1,Party,Applicant,Male,Y,82
Public Law,2012,1,Party,Applicant,Not specified,N,19
Public Law,2012,1,Party,Applicant,Not specified,Y,1834
Public Law,2012,1,Party,Applicant,Other,N,9
Public Law,2012,1,Party,Applicant,Other,Y,1512
Public Law,2012,1,Party,Respondent,Female,N,847
Public Law,2012,1,Party,Respondent,Female,Y,2975
Public Law,2012,1,Party,Respondent,Male,N,930
Public Law,2012,1,Party,Respondent,Male,Y,2245
Public Law,2012,1,Party,Respondent,Not specified,N,92
Public Law,2012,1,Party,Respondent,Not specified,Y,30
Public Law,2012,1,Party,Respondent,Other,N,71
Public Law,2012,1,Party,Respondent,Other,Y,23
Public Law,2012,2,Cases,NULL,NULL,NULL,3688
Public Law,2012,2,Cases with a hearing,NULL,NULL,NULL,3363
Public Law,2012,2,Party,Applicant,Female,N,69
Public Law,2012,2,Party,Applicant,Female,Y,153
Public Law,2012,2,Party,Applicant,Male,N,22
Public Law,2012,2,Party,Applicant,Male,Y,68
Public Law,2012,2,Party,Applicant,Not specified,N,9
Public Law,2012,2,Party,Applicant,Not specified,Y,1702
Public Law,2012,2,Party,Applicant,Other,N,13
Public Law,2012,2,Party,Applicant,Other,Y,1465
Public Law,2012,2,Party,Respondent,Female,N,788
Public Law,2012,2,Party,Respondent,Female,Y,2864
Public Law,2012,2,Party,Respondent,Male,N,936
Public Law,2012,2,Party,Respondent,Male,Y,2103
Public Law,2012,2,Party,Respondent,Not specified,N,60
Public Law,2012,2,Party,Respondent,Not specified,Y,15
Public Law,2012,2,Party,Respondent,Other,N,60
Public Law,2012,2,Party,Respondent,Other,Y,24
Public Law,2012,3,Cases,NULL,NULL,NULL,4072
Public Law,2012,3,Cases with a hearing,NULL,NULL,NULL,3695
Public Law,2012,3,Party,Applicant,Female,N,63
Public Law,2012,3,Party,Applicant,Female,Y,164
Public Law,2012,3,Party,Applicant,Male,N,30
Public Law,2012,3,Party,Applicant,Male,Y,58
Public Law,2012,3,Party,Applicant,Not specified,N,15
Public Law,2012,3,Party,Applicant,Not specified,Y,1894
Public Law,2012,3,Party,Applicant,Other,N,22
Public Law,2012,3,Party,Applicant,Other,Y,1575
Public Law,2012,3,Party,Respondent,Female,N,860
Public Law,2012,3,Party,Respondent,Female,Y,3224
Public Law,2012,3,Party,Respondent,Male,N,1016
Public Law,2012,3,Party,Respondent,Male,Y,2271
Public Law,2012,3,Party,Respondent,Not specified,N,69
Public Law,2012,3,Party,Respondent,Not specified,Y,19
Public Law,2012,3,Party,Respondent,Other,N,52
Public Law,2012,3,Party,Respondent,Other,Y,28
Public Law,2012,4,Cases,NULL,NULL,NULL,3967
Public Law,2012,4,Cases with a hearing,NULL,NULL,NULL,3711
Public Law,2012,4,Party,Applicant,Female,N,69
Public Law,2012,4,Party,Applicant,Female,Y,136
Public Law,2012,4,Party,Applicant,Male,N,38
Public Law,2012,4,Party,Applicant,Male,Y,68
Public Law,2012,4,Party,Applicant,Not specified,N,4
Public Law,2012,4,Party,Applicant,Not specified,Y,1850
Public Law,2012,4,Party,Applicant,Other,N,11
Public Law,2012,4,Party,Applicant,Other,Y,1667
Public Law,2012,4,Party,Respondent,Female,N,960
Public Law,2012,4,Party,Respondent,Female,Y,3077
Public Law,2012,4,Party,Respondent,Male,N,1057
Public Law,2012,4,Party,Respondent,Male,Y,2287
Public Law,2012,4,Party,Respondent,Not specified,N,68
Public Law,2012,4,Party,Respondent,Not specified,Y,29
Public Law,2012,4,Party,Respondent,Other,N,48
Public Law,2012,4,Party,Respondent,Other,Y,20
Public Law,2013,1,Cases,NULL,NULL,NULL,3963
Public Law,2013,1,Cases with a hearing,NULL,NULL,NULL,3732
Public Law,2013,1,Party,Applicant,Female,N,56
Public Law,2013,1,Party,Applicant,Female,Y,130
Public Law,2013,1,Party,Applicant,Male,N,22
Public Law,2013,1,Party,Applicant,Male,Y,52
Public Law,2013,1,Party,Applicant,Not specified,N,9
Public Law,2013,1,Party,Applicant,Not specified,Y,1881
Public Law,2013,1,Party,Applicant,Other,N,16
Public Law,2013,1,Party,Applicant,Other,Y,1670
Public Law,2013,1,Party,Respondent,Female,N,901
Public Law,2013,1,Party,Respondent,Female,Y,3082
Public Law,2013,1,Party,Respondent,Male,N,984
Public Law,2013,1,Party,Respondent,Male,Y,2312
Public Law,2013,1,Party,Respondent,Not specified,N,59
Public Law,2013,1,Party,Respondent,Not specified,Y,35
Public Law,2013,1,Party,Respondent,Other,N,56
Public Law,2013,1,Party,Respondent,Other,Y,24
Public Law,2013,2,Cases,NULL,NULL,NULL,3896
Public Law,2013,2,Cases with a hearing,NULL,NULL,NULL,3672
Public Law,2013,2,Party,Applicant,Female,N,32
Public Law,2013,2,Party,Applicant,Female,Y,169
Public Law,2013,2,Party,Applicant,Male,N,28
Public Law,2013,2,Party,Applicant,Male,Y,58
Public Law,2013,2,Party,Applicant,Not specified,N,18
Public Law,2013,2,Party,Applicant,Not specified,Y,1784
Public Law,2013,2,Party,Applicant,Other,N,7
Public Law,2013,2,Party,Applicant,Other,Y,1678
Public Law,2013,2,Party,Respondent,Female,N,915
Public Law,2013,2,Party,Respondent,Female,Y,2992
Public Law,2013,2,Party,Respondent,Male,N,972
Public Law,2013,2,Party,Respondent,Male,Y,2247
Public Law,2013,2,Party,Respondent,Not specified,N,84
Public Law,2013,2,Party,Respondent,Not specified,Y,31
Public Law,2013,2,Party,Respondent,Other,N,68
Public Law,2013,2,Party,Respondent,Other,Y,13
Public Law,2013,3,Cases,NULL,NULL,NULL,3723
Public Law,2013,3,Cases with a hearing,NULL,NULL,NULL,3477
Public Law,2013,3,Party,Applicant,Female,N,62
Public Law,2013,3,Party,Applicant,Female,Y,158
Public Law,2013,3,Party,Applicant,Male,N,36
Public Law,2013,3,Party,Applicant,Male,Y,60
Public Law,2013,3,Party,Applicant,Not specified,N,16
Public Law,2013,3,Party,Applicant,Not specified,Y,1660
Public Law,2013,3,Party,Applicant,Other,N,15
Public Law,2013,3,Party,Applicant,Other,Y,1574
Public Law,2013,3,Party,Respondent,Female,N,924
Public Law,2013,3,Party,Respondent,Female,Y,2757
Public Law,2013,3,Party,Respondent,Male,N,927
Public Law,2013,3,Party,Respondent,Male,Y,2092
Public Law,2013,3,Party,Respondent,Not specified,N,92
Public Law,2013,3,Party,Respondent,Not specified,Y,19
Public Law,2013,3,Party,Respondent,Other,N,68
Public Law,2013,3,Party,Respondent,Other,Y,19
Public Law,2013,4,Cases,NULL,NULL,NULL,3778
Public Law,2013,4,Cases with a hearing,NULL,NULL,NULL,3488
Public Law,2013,4,Party,Applicant,Female,N,33
Public Law,2013,4,Party,Applicant,Female,Y,102
Public Law,2013,4,Party,Applicant,Male,N,25
Public Law,2013,4,Party,Applicant,Male,Y,41
Public Law,2013,4,Party,Applicant,Not specified,N,10
Public Law,2013,4,Party,Applicant,Not specified,Y,1664
Public Law,2013,4,Party,Applicant,Other,N,4
Public Law,2013,4,Party,Applicant,Other,Y,1694
Public Law,2013,4,Party,Respondent,Female,N,844
Public Law,2013,4,Party,Respondent,Female,Y,2848
Public Law,2013,4,Party,Respondent,Male,N,963
Public Law,2013,4,Party,Respondent,Male,Y,2129
Public Law,2013,4,Party,Respondent,Not specified,N,50
Public Law,2013,4,Party,Respondent,Not specified,Y,20
Public Law,2013,4,Party,Respondent,Other,N,56
Public Law,2013,4,Party,Respondent,Other,Y,26
Public Law,2014,1,Cases,NULL,NULL,NULL,3810
Public Law,2014,1,Cases with a hearing,NULL,NULL,NULL,3556
Public Law,2014,1,Party,Applicant,Female,N,60
Public Law,2014,1,Party,Applicant,Female,Y,114
Public Law,2014,1,Party,Applicant,Male,N,22
Public Law,2014,1,Party,Applicant,Male,Y,53
Public Law,2014,1,Party,Applicant,Not specified,N,14
Public Law,2014,1,Party,Applicant,Not specified,Y,1692
Public Law,2014,1,Party,Applicant,Other,N,13
