year,quarter,stage,quarters_after_application,number
2003,3,AR Application,44 to 45,2
2003,3,AR Application,43 to 44,1
2003,3,AR Application,41 to 42,2
2003,3,AR Application,40 to 41,1
2003,3,AR Application,39 to 40,2
2003,3,AR Application,38 to 39,2
2003,3,AR Application,37 to 38,2
2003,3,AR Application,36 to 37,5
2003,3,AR Application,35 to 36,5
2003,3,AR Application,34 to 35,7
2003,3,AR Application,33 to 34,5
2003,3,AR Application,32 to 33,5
2003,3,AR Application,31 to 32,5
2003,3,AR Application,30 to 31,4
2003,3,AR Application,29 to 30,6
2003,3,AR Application,28 to 29,10
2003,3,AR Application,27 to 28,10
2003,3,AR Application,26 to 27,9
2003,3,AR Application,25 to 26,1
2003,3,AR Application,24 to 25,9
2003,3,AR Application,23 to 24,9
2003,3,AR Application,22 to 23,12
2003,3,AR Application,21 to 22,13
2003,3,AR Application,20 to 21,12
2003,3,AR Application,19 to 20,17
2003,3,AR Application,18 to 19,20
2003,3,AR Application,17 to 18,27
2003,3,AR Application,16 to 17,46
2003,3,AR Application,15 to 16,38
2003,3,AR Application,14 to 15,57
2003,3,AR Application,13 to 14,61
2003,3,AR Application,12 to 13,91
2003,3,AR Application,11 to 12,124
2003,3,AR Application,10 to 11,176
2003,3,AR Application,9 to 10,202
2003,3,AR Application,8 to 9,296
2003,3,AR Application,7 to 8,424
2003,3,AR Application,6 to 7,615
2003,3,AR Application,5 to 6,870
2003,3,AR Application,4 to 5,1461
2003,3,AR Application,2 to 3,2977
2003,3,AR Application,3 to 4,2291
2003,3,AR Application,1 to 2,3211
2003,3,AR Application,0 to 1,2426
2003,3,AR Order,0 to 1,53
2003,3,AR Order,1 to 2,396
2003,3,AR Order,2 to 3,1271
2003,3,AR Order,3 to 4,1997
2003,3,AR Order,4 to 5,1681
2003,3,AR Order,5 to 6,1247
2003,3,AR Order,6 to 7,943
2003,3,AR Order,7 to 8,635
2003,3,AR Order,8 to 9,426
2003,3,AR Order,9 to 10,272
2003,3,AR Order,10 to 11,255
2003,3,AR Order,11 to 12,166
2003,3,AR Order,12 to 13,115
2003,3,AR Order,13 to 14,80
2003,3,AR Order,14 to 15,90
2003,3,AR Order,15 to 16,69
2003,3,AR Order,16 to 17,41
2003,3,AR Order,17 to 18,43
2003,3,AR Order,18 to 19,30
2003,3,AR Order,19 to 20,30
2003,3,AR Order,20 to 21,19
2003,3,AR Order,21 to 22,8
2003,3,AR Order,22 to 23,23
2003,3,AR Order,23 to 24,8
2003,3,AR Order,24 to 25,15
2003,3,AR Order,25 to 26,5
2003,3,AR Order,26 to 27,6
2003,3,AR Order,27 to 28,10
2003,3,AR Order,28 to 29,10
2003,3,AR Order,29 to 30,12
2003,3,AR Order,30 to 31,4
2003,3,AR Order,31 to 32,8
2003,3,AR Order,32 to 33,6
2003,3,AR Order,33 to 34,4
2003,3,AR Order,34 to 35,10
2003,3,AR Order,35 to 36,5
2003,3,AR Order,36 to 37,4
2003,3,AR Order,37 to 38,3
2003,3,AR Order,38 to 39,4
2003,3,AR Order,39 to 40,3
2003,3,AR Order,40 to 41,3
2003,3,AR Order,41 to 42,2
2003,3,AR Order,42 to 43,1
2003,3,AR Order,43 to 44,3
2003,3,AR Order,44 to 45,2
2003,3,AR Order,46 to 47,3
2003,3,AR Order,47 to 48,2
2003,3,AR Order,48 to 49,1
2003,3,AR Order,49 to 50,3
2003,3,AR Order,50 to 51,2
2003,3,AR Order,51 to 52,1
2003,3,AR Order,52 to 53,3
2003,3,AR Order,54 to 55,1
2003,3,AR Order,55 to 56,5
2003,3,AR Order,56 to 57,2
2003,3,AR Order,58 to 59,2
2003,3,AR Order,59 to 60,1
2003,3,AR Order,60 to 61,1
2003,3,AR Order,61 to 62,2
2003,3,AR Order,62 to 63,2
2003,3,AR Order,63 to 64,2
2003,3,AR Order,64 to 65,1
2003,3,AR Order,65 to 66,2
2003,3,AR Order,66 to 67,2
2003,3,AR Order,68 to 69,2
2003,3,AR Order,71 to 72,4
2003,3,AR Order,72 to 73,2
2003,3,AR Order,73 to 74,3
2003,3,AR Order,75 to 76,1
2003,3,AR Order,76 to 77,2
2003,3,AR Order,83 to 84,1
2003,3,AR Order,85 to 86,1
2003,3,Decree Absolute,0 to 1,639
2003,3,Decree Absolute,1 to 2,14128
2003,3,Decree Absolute,2 to 3,8589
2003,3,Decree Absolute,3 to 4,4809
2003,3,Decree Absolute,4 to 5,3090
2003,3,Decree Absolute,5 to 6,1888
2003,3,Decree Absolute,6 to 7,1359
2003,3,Decree Absolute,7 to 8,911
2003,3,Decree Absolute,8 to 9,595
2003,3,Decree Absolute,9 to 10,426
2003,3,Decree Absolute,10 to 11,334
2003,3,Decree Absolute,11 to 12,225
2003,3,Decree Absolute,12 to 13,178
2003,3,Decree Absolute,13 to 14,139
2003,3,Decree Absolute,14 to 15,139
2003,3,Decree Absolute,15 to 16,92
2003,3,Decree Absolute,16 to 17,68
2003,3,Decree Absolute,17 to 18,46
2003,3,Decree Absolute,18 to 19,57
2003,3,Decree Absolute,19 to 20,40
2003,3,Decree Absolute,20 to 21,36
2003,3,Decree Absolute,21 to 22,27
2003,3,Decree Absolute,22 to 23,20
2003,3,Decree Absolute,23 to 24,21
2003,3,Decree Absolute,24 to 25,20
2003,3,Decree Absolute,25 to 26,22
2003,3,Decree Absolute,26 to 27,15
2003,3,Decree Absolute,27 to 28,20
2003,3,Decree Absolute,28 to 29,14
2003,3,Decree Absolute,29 to 30,12
2003,3,Decree Absolute,30 to 31,14
2003,3,Decree Absolute,31 to 32,9
2003,3,Decree Absolute,32 to 33,11
2003,3,Decree Absolute,33 to 34,7
2003,3,Decree Absolute,34 to 35,11
2003,3,Decree Absolute,35 to 36,7
2003,3,Decree Absolute,36 to 37,8
2003,3,Decree Absolute,37 to 38,6
2003,3,Decree Absolute,38 to 39,6
2003,3,Decree Absolute,39 to 40,11
2003,3,Decree Absolute,40 to 41,3
2003,3,Decree Absolute,41 to 42,4
2003,3,Decree Absolute,42 to 43,5
2003,3,Decree Absolute,43 to 44,3
2003,3,Decree Absolute,44 to 45,5
2003,3,Decree Absolute,45 to 46,5
2003,3,Decree Absolute,46 to 47,7
2003,3,Decree Absolute,47 to 48,2
2003,3,Decree Absolute,48 to 49,3
2003,3,Decree Absolute,49 to 50,2
2003,3,Decree Absolute,50 to 51,5
2003,3,Decree Absolute,51 to 52,4
2003,3,Decree Absolute,52 to 53,3
2003,3,Decree Absolute,53 to 54,3
2003,3,Decree Absolute,54 to 55,7
2003,3,Decree Absolute,56 to 57,1
2003,3,Decree Absolute,57 to 58,2
2003,3,Decree Absolute,58 to 59,6
2003,3,Decree Absolute,61 to 62,1
2003,3,Decree Absolute,62 to 63,1
2003,3,Decree Absolute,63 to 64,2
2003,3,Decree Absolute,65 to 66,4
2003,3,Decree Absolute,66 to 67,2
2003,3,Decree Absolute,68 to 69,1
2003,3,Decree Absolute,70 to 71,1
2003,3,Decree Absolute,71 to 72,3
2003,3,Decree Absolute,74 to 75,1
2003,3,Decree Absolute,75 to 76,1
2003,3,Decree Absolute,76 to 77,1
2003,3,Decree Absolute,77 to 78,1
2003,3,Decree Absolute,80 to 81,1
2003,3,Decree Absolute,83 to 84,2
2003,3,Decree Absolute,84 to 85,1
2003,3,Decree Absolute,85 to 86,2
2003,3,Decree Absolute,87 to 88,1
2003,3,Decree Nisi,82 to 83,1
2003,3,Decree Nisi,75 to 76,1
2003,3,Decree Nisi,74 to 75,1
2003,3,Decree Nisi,68 to 69,1
2003,3,Decree Nisi,65 to 66,1
2003,3,Decree Nisi,58 to 59,1
2003,3,Decree Nisi,54 to 55,1
2003,3,Decree Nisi,53 to 54,1
2003,3,Decree Nisi,52 to 53,3
2003,3,Decree Nisi,50 to 51,1
2003,3,Decree Nisi,49 to 50,2
2003,3,Decree Nisi,48 to 49,1
2003,3,Decree Nisi,46 to 47,1
2003,3,Decree Nisi,45 to 46,1
2003,3,Decree Nisi,44 to 45,1
2003,3,Decree Nisi,42 to 43,1
2003,3,Decree Nisi,41 to 42,1
2003,3,Decree Nisi,39 to 40,2
2003,3,Decree Nisi,38 to 39,5
2003,3,Decree Nisi,37 to 38,1
2003,3,Decree Nisi,36 to 37,1
2003,3,Decree Nisi,34 to 35,3
2003,3,Decree Nisi,33 to 34,1
2003,3,Decree Nisi,32 to 33,3
2003,3,Decree Nisi,31 to 32,7
2003,3,Decree Nisi,30 to 31,2
2003,3,Decree Nisi,29 to 30,4
2003,3,Decree Nisi,28 to 29,10
2003,3,Decree Nisi,27 to 28,5
2003,3,Decree Nisi,26 to 27,7
2003,3,Decree Nisi,25 to 26,9
2003,3,Decree Nisi,24 to 25,3
2003,3,Decree Nisi,23 to 24,5
2003,3,Decree Nisi,22 to 23,8
2003,3,Decree Nisi,21 to 22,10
2003,3,Decree Nisi,20 to 21,13
2003,3,Decree Nisi,19 to 20,16
2003,3,Decree Nisi,18 to 19,19
2003,3,Decree Nisi,17 to 18,16
2003,3,Decree Nisi,16 to 17,21
2003,3,Decree Nisi,15 to 16,36
2003,3,Decree Nisi,14 to 15,33
2003,3,Decree Nisi,13 to 14,45
2003,3,Decree Nisi,12 to 13,60
2003,3,Decree Nisi,11 to 12,61
2003,3,Decree Nisi,10 to 11,82
2003,3,Decree Nisi,9 to 10,104
2003,3,Decree Nisi,8 to 9,169
2003,3,Decree Nisi,7 to 8,230
2003,3,Decree Nisi,6 to 7,351
2003,3,Decree Nisi,5 to 6,574
2003,3,Decree Nisi,4 to 5,1203
2003,3,Decree Nisi,3 to 4,2235
2003,3,Decree Nisi,2 to 3,5377
2003,3,Decree Nisi,1 to 2,15855
2003,3,Decree Nisi,0 to 1,12169
2003,3,Hearing,21 to 22,8
2003,3,Hearing,20 to 21,15
2003,3,Hearing,19 to 20,11
2003,3,Hearing,18 to 19,11
2003,3,Hearing,17 to 18,29
2003,3,Hearing,16 to 17,26
2003,3,Hearing,15 to 16,34
2003,3,Hearing,14 to 15,50
2003,3,Hearing,13 to 14,70
2003,3,Hearing,12 to 13,65
2003,3,Hearing,11 to 12,68
2003,3,Hearing,10 to 11,98
2003,3,Hearing,9 to 10,140
2003,3,Hearing,8 to 9,210
2003,3,Hearing,7 to 8,265
2003,3,Hearing,6 to 7,401
2003,3,Hearing,5 to 6,612
2003,3,Hearing,4 to 5,998
2003,3,Hearing,3 to 4,1428
2003,3,Hearing,2 to 3,2620
2003,3,Hearing,1 to 2,3596
2003,3,Hearing,0 to 1,936
2003,3,Hearing,22 to 23,14
2003,3,Hearing,23 to 24,17
2003,3,Hearing,24 to 25,12
2003,3,Hearing,25 to 26,12
2003,3,Hearing,26 to 27,7
2003,3,Hearing,27 to 28,7
2003,3,Hearing,28 to 29,6
2003,3,Hearing,29 to 30,8
2003,3,Hearing,30 to 31,7
2003,3,Hearing,31 to 32,3
2003,3,Hearing,32 to 33,8
2003,3,Hearing,33 to 34,2
2003,3,Hearing,34 to 35,6
2003,3,Hearing,35 to 36,4
2003,3,Hearing,36 to 37,7
2003,3,Hearing,37 to 38,8
2003,3,Hearing,38 to 39,5
2003,3,Hearing,39 to 40,1
2003,3,Hearing,40 to 41,1
2003,3,Hearing,41 to 42,2
2003,3,Hearing,42 to 43,1
2003,3,Hearing,43 to 44,2
2003,3,Hearing,44 to 45,1
2003,3,Hearing,45 to 46,4
2003,3,Hearing,46 to 47,2
2003,3,Hearing,47 to 48,4
2003,3,Hearing,48 to 49,1
2003,3,Hearing,49 to 50,1
2003,3,Hearing,50 to 51,1
2003,3,Hearing,52 to 53,1
2003,3,Hearing,54 to 55,3
2003,3,Hearing,57 to 58,2
2003,3,Hearing,58 to 59,2
2003,3,Hearing,59 to 60,1
2003,3,Hearing,63 to 64,1
2003,3,Hearing,64 to 65,3
2003,3,Hearing,70 to 71,2
2003,3,Hearing,71 to 72,2
2003,3,Hearing,75 to 76,2
2003,3,Hearing,76 to 77,1
2003,3,Hearing,78 to 79,1
2003,3,Hearing,85 to 86,1
2003,3,Hearing,86 to 87,2
2003,3,Hearing,88 to 89,1
2003,3,Hearing,3961 to 3962,1
2003,3,Petition,0 to 1,42889
2003,4,AR Application,47 to 48,1
2003,4,AR Application,62 to 63,1
2003,4,AR Application,45 to 46,1
2003,4,AR Application,63 to 64,1
2003,4,AR Application,43 to 44,1
2003,4,AR Application,65 to 66,1
2003,4,AR Application,42 to 43,2
2003,4,AR Application,67 to 68,1
2003,4,AR Application,40 to 41,5
2003,4,AR Application,72 to 73,2
2003,4,AR Application,39 to 40,2
2003,4,AR Application,73 to 74,1
2003,4,AR Application,0 to 1,2226
2003,4,AR Application,77 to 78,3
2003,4,AR Application,1 to 2,3490
2003,4,AR Application,78 to 79,1
2003,4,AR Application,2 to 3,3121
2003,4,AR Application,80 to 81,2
2003,4,AR Application,3 to 4,2158
2003,4,AR Application,85 to 86,2
2003,4,AR Application,4 to 5,1290
2003,4,AR Application,61 to 62,2
2003,4,AR Application,5 to 6,921
2003,4,AR Application,48 to 49,5
2003,4,AR Application,6 to 7,647
2003,4,AR Application,49 to 50,1
2003,4,AR Application,7 to 8,424
2003,4,AR Application,50 to 51,3
2003,4,AR Application,8 to 9,249
2003,4,AR Application,51 to 52,1
2003,4,AR Application,9 to 10,220
2003,4,AR Application,52 to 53,1
2003,4,AR Application,10 to 11,148
2003,4,AR Application,53 to 54,1
2003,4,AR Application,11 to 12,131
2003,4,AR Application,54 to 55,2
2003,4,AR Application,12 to 13,85
2003,4,AR Application,56 to 57,2
2003,4,AR Application,13 to 14,64
2003,4,AR Application,14 to 15,49
2003,4,AR Application,15 to 16,47
2003,4,AR Application,16 to 17,36
2003,4,AR Application,17 to 18,32
2003,4,AR Application,18 to 19,29
2003,4,AR Application,19 to 20,17
2003,4,AR Application,20 to 21,15
2003,4,AR Application,21 to 22,7
2003,4,AR Application,22 to 23,12
2003,4,AR Application,23 to 24,14
2003,4,AR Application,24 to 25,8
2003,4,AR Application,25 to 26,9
2003,4,AR Application,26 to 27,4
2003,4,AR Application,27 to 28,5
2003,4,AR Application,28 to 29,7
2003,4,AR Application,29 to 30,2
2003,4,AR Application,30 to 31,4
2003,4,AR Application,31 to 32,6
2003,4,AR Application,32 to 33,2
2003,4,AR Application,33 to 34,2
2003,4,AR Application,34 to 35,3
2003,4,AR Application,35 to 36,5
2003,4,AR Application,36 to 37,2
2003,4,AR Application,37 to 38,4
2003,4,AR Application,38 to 39,1
2003,4,AR Order,6 to 7,968
2003,4,AR Order,47 to 48,3
2003,4,AR Order,7 to 8,613
2003,4,AR Order,46 to 47,2
2003,4,AR Order,8 to 9,381
2003,4,AR Order,45 to 46,1
2003,4,AR Order,9 to 10,315
2003,4,AR Order,42 to 43,1
2003,4,AR Order,10 to 11,213
2003,4,AR Order,41 to 42,3
2003,4,AR Order,11 to 12,152
2003,4,AR Order,40 to 41,4
2003,4,AR Order,12 to 13,128
2003,4,AR Order,39 to 40,2
2003,4,AR Order,13 to 14,96
2003,4,AR Order,38 to 39,3
2003,4,AR Order,14 to 15,79
2003,4,AR Order,37 to 38,3
2003,4,AR Order,15 to 16,47
2003,4,AR Order,36 to 37,4
2003,4,AR Order,16 to 17,40
2003,4,AR Order,35 to 36,6
2003,4,AR Order,17 to 18,35
2003,4,AR Order,34 to 35,3
2003,4,AR Order,21 to 22,15
2003,4,AR Order,33 to 34,5
2003,4,AR Order,22 to 23,13
2003,4,AR Order,32 to 33,5
2003,4,AR Order,23 to 24,10
2003,4,AR Order,31 to 32,9
2003,4,AR Order,24 to 25,10
2003,4,AR Order,30 to 31,3
2003,4,AR Order,25 to 26,8
2003,4,AR Order,29 to 30,9
2003,4,AR Order,20 to 21,16
2003,4,AR Order,28 to 29,9
2003,4,AR Order,18 to 19,32
2003,4,AR Order,27 to 28,5
2003,4,AR Order,19 to 20,23
2003,4,AR Order,26 to 27,11
2003,4,AR Order,0 to 1,63
2003,4,AR Order,86 to 87,1
2003,4,AR Order,1 to 2,1020
2003,4,AR Order,85 to 86,1
2003,4,AR Order,2 to 3,2305
2003,4,AR Order,83 to 84,1
2003,4,AR Order,3 to 4,2125
2003,4,AR Order,81 to 82,2
2003,4,AR Order,4 to 5,1632
2003,4,AR Order,78 to 79,1
2003,4,AR Order,5 to 6,1234
2003,4,AR Order,77 to 78,3
2003,4,AR Order,75 to 76,1
2003,4,AR Order,73 to 74,2
2003,4,AR Order,72 to 73,2
2003,4,AR Order,69 to 70,1
2003,4,AR Order,68 to 69,1
2003,4,AR Order,64 to 65,1
2003,4,AR Order,63 to 64,1
2003,4,AR Order,61 to 62,2
2003,4,AR Order,59 to 60,1
2003,4,AR Order,57 to 58,1
2003,4,AR Order,55 to 56,1
2003,4,AR Order,54 to 55,2
2003,4,AR Order,53 to 54,4
2003,4,AR Order,52 to 53,4
2003,4,AR Order,51 to 52,2
2003,4,AR Order,50 to 51,1
2003,4,AR Order,49 to 50,1
2003,4,AR Order,48 to 49,1
2003,4,Decree Absolute,49 to 50,2
2003,4,Decree Absolute,18 to 19,47
2003,4,Decree Absolute,50 to 51,5
2003,4,Decree Absolute,17 to 18,48
2003,4,Decree Absolute,51 to 52,3
2003,4,Decree Absolute,16 to 17,49
2003,4,Decree Absolute,52 to 53,5
2003,4,Decree Absolute,15 to 16,86
2003,4,Decree Absolute,53 to 54,4
2003,4,Decree Absolute,14 to 15,96
2003,4,Decree Absolute,55 to 56,3
2003,4,Decree Absolute,13 to 14,145
2003,4,Decree Absolute,56 to 57,1
2003,4,Decree Absolute,12 to 13,170
2003,4,Decree Absolute,57 to 58,2
2003,4,Decree Absolute,11 to 12,209
2003,4,Decree Absolute,58 to 59,1
2003,4,Decree Absolute,10 to 11,324
2003,4,Decree Absolute,59 to 60,1
2003,4,Decree Absolute,9 to 10,397
2003,4,Decree Absolute,60 to 61,1
2003,4,Decree Absolute,8 to 9,573
2003,4,Decree Absolute,61 to 62,1
2003,4,Decree Absolute,7 to 8,890
2003,4,Decree Absolute,63 to 64,2
2003,4,Decree Absolute,6 to 7,1299
2003,4,Decree Absolute,64 to 65,1
2003,4,Decree Absolute,5 to 6,1891
2003,4,Decree Absolute,65 to 66,3
2003,4,Decree Absolute,4 to 5,2847
2003,4,Decree Absolute,66 to 67,3
2003,4,Decree Absolute,3 to 4,4608
2003,4,Decree Absolute,67 to 68,2
2003,4,Decree Absolute,2 to 3,8425
2003,4,Decree Absolute,70 to 71,1
2003,4,Decree Absolute,1 to 2,13405
2003,4,Decree Absolute,71 to 72,2
2003,4,Decree Absolute,0 to 1,445
2003,4,Decree Absolute,72 to 73,1
2003,4,Decree Absolute,19 to 20,41
2003,4,Decree Absolute,73 to 74,1
2003,4,Decree Absolute,74 to 75,1
2003,4,Decree Absolute,76 to 77,2
2003,4,Decree Absolute,78 to 79,1
2003,4,Decree Absolute,84 to 85,1
2003,4,Decree Absolute,86 to 87,1
2003,4,Decree Absolute,48 to 49,4
2003,4,Decree Absolute,47 to 48,3
2003,4,Decree Absolute,46 to 47,5
2003,4,Decree Absolute,45 to 46,3
2003,4,Decree Absolute,44 to 45,2
2003,4,Decree Absolute,43 to 44,5
2003,4,Decree Absolute,42 to 43,2
2003,4,Decree Absolute,41 to 42,3
2003,4,Decree Absolute,40 to 41,3
2003,4,Decree Absolute,39 to 40,6
2003,4,Decree Absolute,38 to 39,6
2003,4,Decree Absolute,37 to 38,7
2003,4,Decree Absolute,36 to 37,4
2003,4,Decree Absolute,35 to 36,4
2003,4,Decree Absolute,34 to 35,12
2003,4,Decree Absolute,33 to 34,4
2003,4,Decree Absolute,32 to 33,9
2003,4,Decree Absolute,31 to 32,9
2003,4,Decree Absolute,30 to 31,8
2003,4,Decree Absolute,29 to 30,19
2003,4,Decree Absolute,28 to 29,13
2003,4,Decree Absolute,27 to 28,12
2003,4,Decree Absolute,26 to 27,20
2003,4,Decree Absolute,25 to 26,13
2003,4,Decree Absolute,24 to 25,20
2003,4,Decree Absolute,23 to 24,29
2003,4,Decree Absolute,22 to 23,22
2003,4,Decree Absolute,21 to 22,29
2003,4,Decree Absolute,20 to 21,33
2003,4,Decree Nisi,85 to 86,1
2003,4,Decree Nisi,83 to 84,1
2003,4,Decree Nisi,75 to 76,1
2003,4,Decree Nisi,70 to 71,2
2003,4,Decree Nisi,64 to 65,1
2003,4,Decree Nisi,56 to 57,1
2003,4,Decree Nisi,53 to 54,1
2003,4,Decree Nisi,52 to 53,1
2003,4,Decree Nisi,50 to 51,1
2003,4,Decree Nisi,48 to 49,1
2003,4,Decree Nisi,47 to 48,1
2003,4,Decree Nisi,45 to 46,1
2003,4,Decree Nisi,43 to 44,2
2003,4,Decree Nisi,41 to 42,2
2003,4,Decree Nisi,40 to 41,1
2003,4,Decree Nisi,39 to 40,2
2003,4,Decree Nisi,38 to 39,1
2003,4,Decree Nisi,35 to 36,2
2003,4,Decree Nisi,34 to 35,3
2003,4,Decree Nisi,33 to 34,2
2003,4,Decree Nisi,32 to 33,4
2003,4,Decree Nisi,31 to 32,3
2003,4,Decree Nisi,30 to 31,4
2003,4,Decree Nisi,29 to 30,3
2003,4,Decree Nisi,28 to 29,4
2003,4,Decree Nisi,27 to 28,6
2003,4,Decree Nisi,26 to 27,12
2003,4,Decree Nisi,25 to 26,6
2003,4,Decree Nisi,24 to 25,4
2003,4,Decree Nisi,23 to 24,6
2003,4,Decree Nisi,22 to 23,9
2003,4,Decree Nisi,21 to 22,9
2003,4,Decree Nisi,20 to 21,17
2003,4,Decree Nisi,19 to 20,14
2003,4,Decree Nisi,18 to 19,14
2003,4,Decree Nisi,17 to 18,20
2003,4,Decree Nisi,16 to 17,15
2003,4,Decree Nisi,15 to 16,19
2003,4,Decree Nisi,14 to 15,28
2003,4,Decree Nisi,13 to 14,43
2003,4,Decree Nisi,12 to 13,43
2003,4,Decree Nisi,11 to 12,69
2003,4,Decree Nisi,10 to 11,86
2003,4,Decree Nisi,9 to 10,97
2003,4,Decree Nisi,8 to 9,149
2003,4,Decree Nisi,7 to 8,216
2003,4,Decree Nisi,6 to 7,366
2003,4,Decree Nisi,5 to 6,582
2003,4,Decree Nisi,4 to 5,955
2003,4,Decree Nisi,3 to 4,2043
2003,4,Decree Nisi,2 to 3,4957
2003,4,Decree Nisi,1 to 2,16892
2003,4,Decree Nisi,0 to 1,10230
2003,4,Hearing,68 to 69,2
2003,4,Hearing,50 to 51,1
2003,4,Hearing,64 to 65,1
2003,4,Hearing,49 to 50,2
2003,4,Hearing,63 to 64,1
2003,4,Hearing,48 to 49,3
2003,4,Hearing,62 to 63,2
2003,4,Hearing,45 to 46,3
2003,4,Hearing,59 to 60,1
2003,4,Hearing,44 to 45,2
2003,4,Hearing,58 to 59,1
2003,4,Hearing,43 to 44,4
2003,4,Hearing,57 to 58,1
2003,4,Hearing,42 to 43,1
2003,4,Hearing,56 to 57,1
2003,4,Hearing,41 to 42,4
2003,4,Hearing,55 to 56,1
2003,4,Hearing,40 to 41,2
2003,4,Hearing,53 to 54,2
2003,4,Hearing,39 to 40,3
2003,4,Hearing,52 to 53,2
2003,4,Hearing,38 to 39,9
2003,4,Hearing,51 to 52,4
2003,4,Hearing,37 to 38,2
2003,4,Hearing,70 to 71,1
2003,4,Hearing,36 to 37,4
2003,4,Hearing,79 to 80,1
2003,4,Hearing,35 to 36,6
2003,4,Hearing,84 to 85,1
2003,4,Hearing,34 to 35,3
2003,4,Hearing,75 to 76,1
2003,4,Hearing,33 to 34,6
2003,4,Hearing,32 to 33,1
2003,4,Hearing,31 to 32,4
2003,4,Hearing,30 to 31,1
2003,4,Hearing,29 to 30,5
2003,4,Hearing,28 to 29,6
2003,4,Hearing,27 to 28,5
2003,4,Hearing,26 to 27,8
2003,4,Hearing,25 to 26,10
2003,4,Hearing,24 to 25,11
2003,4,Hearing,23 to 24,10
2003,4,Hearing,22 to 23,4
2003,4,Hearing,21 to 22,17
2003,4,Hearing,20 to 21,15
2003,4,Hearing,19 to 20,19
2003,4,Hearing,18 to 19,17
2003,4,Hearing,17 to 18,24
2003,4,Hearing,16 to 17,29
2003,4,Hearing,15 to 16,30
2003,4,Hearing,14 to 15,34
2003,4,Hearing,13 to 14,41
2003,4,Hearing,12 to 13,59
2003,4,Hearing,11 to 12,74
2003,4,Hearing,10 to 11,93
2003,4,Hearing,9 to 10,136
2003,4,Hearing,8 to 9,182
2003,4,Hearing,7 to 8,240
2003,4,Hearing,6 to 7,370
2003,4,Hearing,5 to 6,558
2003,4,Hearing,4 to 5,905
2003,4,Hearing,3 to 4,1397
2003,4,Hearing,2 to 3,1748
2003,4,Hearing,1 to 2,2934
2003,4,Hearing,0 to 1,814
2003,4,Petition,0 to 1,40815
2004,1,AR Application,85 to 86,1
2004,1,AR Application,82 to 83,1
2004,1,AR Application,79 to 80,1
2004,1,AR Application,76 to 77,1
2004,1,AR Application,74 to 75,1
2004,1,AR Application,73 to 74,1
2004,1,AR Application,72 to 73,1
2004,1,AR Application,71 to 72,1
2004,1,AR Application,69 to 70,2
2004,1,AR Application,68 to 69,1
2004,1,AR Application,66 to 67,1
2004,1,AR Application,65 to 66,1
2004,1,AR Application,63 to 64,1
2004,1,AR Application,61 to 62,2
2004,1,AR Application,60 to 61,1
2004,1,AR Application,59 to 60,2
2004,1,AR Application,58 to 59,1
2004,1,AR Application,57 to 58,4
2004,1,AR Application,55 to 56,2
2004,1,AR Application,53 to 54,3
2004,1,AR Application,51 to 52,1
2004,1,AR Application,50 to 51,1
2004,1,AR Application,49 to 50,1
2004,1,AR Application,48 to 49,2
2004,1,AR Application,47 to 48,1
2004,1,AR Application,46 to 47,3
2004,1,AR Application,45 to 46,1
2004,1,AR Application,44 to 45,2
2004,1,AR Application,43 to 44,5
2004,1,AR Application,0 to 1,2743
2004,1,AR Application,1 to 2,4133
2004,1,AR Application,2 to 3,3192
2004,1,AR Application,3 to 4,2092
2004,1,AR Application,4 to 5,1510
2004,1,AR Application,5 to 6,1006
2004,1,AR Application,6 to 7,606
2004,1,AR Application,7 to 8,430
2004,1,AR Application,8 to 9,282
2004,1,AR Application,9 to 10,208
2004,1,AR Application,10 to 11,185
2004,1,AR Application,11 to 12,112
2004,1,AR Application,12 to 13,94
2004,1,AR Application,13 to 14,87
2004,1,AR Application,14 to 15,42
2004,1,AR Application,15 to 16,36
2004,1,AR Application,16 to 17,43
2004,1,AR Application,17 to 18,37
2004,1,AR Application,18 to 19,23
2004,1,AR Application,19 to 20,15
2004,1,AR Application,20 to 21,9
2004,1,AR Application,21 to 22,22
2004,1,AR Application,22 to 23,13
2004,1,AR Application,23 to 24,8
2004,1,AR Application,24 to 25,8
2004,1,AR Application,25 to 26,9
2004,1,AR Application,26 to 27,9
2004,1,AR Application,27 to 28,3
2004,1,AR Application,28 to 29,6
2004,1,AR Application,29 to 30,3
2004,1,AR Application,30 to 31,2
2004,1,AR Application,31 to 32,3
2004,1,AR Application,32 to 33,1
2004,1,AR Application,33 to 34,9
2004,1,AR Application,34 to 35,4
2004,1,AR Application,35 to 36,1
2004,1,AR Application,36 to 37,2
2004,1,AR Application,37 to 38,5
2004,1,AR Application,38 to 39,5
2004,1,AR Application,39 to 40,1
2004,1,AR Application,40 to 41,5
2004,1,AR Application,41 to 42,2
2004,1,AR Application,42 to 43,3
2004,1,AR Order,63 to 64,1
2004,1,AR Order,62 to 63,3
2004,1,AR Order,0 to 1,254
2004,1,AR Order,1 to 2,2153
2004,1,AR Order,2 to 3,2616
2004,1,AR Order,3 to 4,2229
2004,1,AR Order,4 to 5,1851
2004,1,AR Order,5 to 6,1354
2004,1,AR Order,6 to 7,854
2004,1,AR Order,7 to 8,641
2004,1,AR Order,8 to 9,437
2004,1,AR Order,9 to 10,286
2004,1,AR Order,10 to 11,192
2004,1,AR Order,11 to 12,155
2004,1,AR Order,12 to 13,135
