case,stage,year,quarter,applicant,main_applicant_gender,other_applicant_gender,count,mean_weeks,median_weeks
Divorce and Civil Partnership,Conditional Order,,2024 Q4,Joint,All,All,4733,31.483,28.571
Divorce and Civil Partnership,Conditional Order,,2024 Q4,Sole,All,All,10260,38.404,31.286
Divorce and Civil Partnership,Conditional Order,,2025 Q1,All,All,All,26415,38.337,32.429
Divorce and Civil Partnership,Conditional Order,,2025 Q1,Joint,All,All,5979,33.445,30
Divorce and Civil Partnership,Conditional Order,,2025 Q1,Sole,All,All,20436,39.769,32.857
Divorce and Civil Partnership,Conditional Order,,2025 Q2,All,All,All,30383,37.246,30.286
Divorce and Civil Partnership,Conditional Order,,2025 Q2,Sole,All,All,22409,38.653,30.714
Divorce and Civil Partnership,Conditional Order,,2025 Q2,Joint,All,All,7974,33.292,29.857
Divorce and Civil Partnership,Conditional Order,,2025 Q3,All,All,All,29082,36.211,28.286
Divorce and Civil Partnership,Conditional Order,,2025 Q3,Joint,All,All,7586,31.498,27.714
Divorce and Civil Partnership,Conditional Order,,2025 Q3,Sole,All,All,21496,37.874,28.714
Divorce and Civil Partnership,Conditional Order,,2025 Q4,All,All,All,29941,35.739,28
Divorce and Civil Partnership,Conditional Order,,2025 Q4,Sole,All,All,21736,37.582,28.286
Divorce and Civil Partnership,Conditional Order,,2025 Q4,Joint,All,All,8205,30.859,27.429
Divorce and Civil Partnership,Final Order,2022,,Sole,All,All,5288,32.832,32.571
Divorce and Civil Partnership,Final Order,2022,,Joint,All,All,2160,32.845,32.571
Divorce and Civil Partnership,Final Order,2022,,All,All,All,7448,32.836,32.571
Divorce and Civil Partnership,Final Order,2023,,Sole,All,All,56200,40.08,35.857
Divorce and Civil Partnership,Final Order,2023,,Joint,All,All,20724,37.222,33.857
Divorce and Civil Partnership,Final Order,2023,,All,All,All,76924,39.31,35.286
Divorce and Civil Partnership,Final Order,2024,,Joint,All,All,22975,43.921,35.429
Divorce and Civil Partnership,Final Order,2024,,Sole,All,All,71270,50.089,40.429
Divorce and Civil Partnership,Final Order,2024,,All,All,All,94245,48.585,39.143
Divorce and Civil Partnership,Final Order,2025,,Joint,All,All,25829,49.161,37.571
Divorce and Civil Partnership,Final Order,2025,,Sole,All,All,74028,57.749,42.286
Divorce and Civil Partnership,Final Order,2025,,All,All,All,99857,55.528,40.857
Divorce and Civil Partnership,Final Order,,2022 Q4,Joint,All,All,2160,32.845,32.571
Divorce and Civil Partnership,Final Order,,2022 Q4,Sole,All,All,5288,32.832,32.571
Divorce and Civil Partnership,Final Order,,2022 Q4,All,All,All,7448,32.836,32.571
Divorce and Civil Partnership,Final Order,,2023 Q1,Sole,All,All,13436,36.165,34.857
Divorce and Civil Partnership,Final Order,,2023 Q1,Joint,All,All,4761,35.535,34.286
Divorce and Civil Partnership,Final Order,,2023 Q1,All,All,All,18197,36,34.714
Divorce and Civil Partnership,Final Order,,2023 Q2,Joint,All,All,5387,35.938,33.429
Divorce and Civil Partnership,Final Order,,2023 Q2,Sole,All,All,14875,38.031,34.857
Divorce and Civil Partnership,Final Order,,2023 Q2,All,All,All,20262,37.474,34.429
Divorce and Civil Partnership,Final Order,,2023 Q3,Joint,All,All,5266,37.394,32.286
Divorce and Civil Partnership,Final Order,,2023 Q3,Sole,All,All,14958,40.996,36.143
Divorce and Civil Partnership,Final Order,,2023 Q3,All,All,All,20224,40.058,35
Divorce and Civil Partnership,Final Order,,2023 Q4,Joint,All,All,5310,39.867,34
Divorce and Civil Partnership,Final Order,,2023 Q4,Sole,All,All,12931,45.448,38.714
Divorce and Civil Partnership,Final Order,,2023 Q4,All,All,All,18241,43.823,37.286
Divorce and Civil Partnership,Final Order,,2024 Q1,Joint,All,All,5179,43.106,36.286
Divorce and Civil Partnership,Final Order,,2024 Q1,Sole,All,All,16956,48.877,41.571
Divorce and Civil Partnership,Final Order,,2024 Q1,All,All,All,22135,47.527,40.429
Divorce and Civil Partnership,Final Order,,2024 Q2,Joint,All,All,5999,43.017,35.714
Divorce and Civil Partnership,Final Order,,2024 Q2,Sole,All,All,19918,48.003,39.571
Divorce and Civil Partnership,Final Order,,2024 Q2,All,All,All,25917,46.849,38.571
Divorce and Civil Partnership,Final Order,,2024 Q3,Joint,All,All,6394,43.223,34.571
Divorce and Civil Partnership,Final Order,,2024 Q3,Sole,All,All,18670,50.068,39.429
Divorce and Civil Partnership,Final Order,,2024 Q3,All,All,All,25064,48.321,38
Divorce and Civil Partnership,Final Order,,2024 Q4,Sole,All,All,15726,54.062,41
Divorce and Civil Partnership,Final Order,,2024 Q4,Joint,All,All,5403,46.53,35.429
Divorce and Civil Partnership,Final Order,,2024 Q4,All,All,All,21129,52.136,39.286
Divorce and Civil Partnership,Final Order,,2025 Q1,Joint,All,All,5457,50.259,38.857
Divorce and Civil Partnership,Final Order,,2025 Q1,Sole,All,All,14787,59.768,44.714
Divorce and Civil Partnership,Final Order,,2025 Q1,All,All,All,20244,57.205,42.857
Divorce and Civil Partnership,Final Order,,2025 Q2,Joint,All,All,6512,49.348,38.857
Divorce and Civil Partnership,Final Order,,2025 Q2,Sole,All,All,20079,57.085,43
Divorce and Civil Partnership,Final Order,,2025 Q2,All,All,All,26591,55.19,41.714
Divorce and Civil Partnership,Final Order,,2025 Q3,Joint,All,All,6787,49.65,37.429
Divorce and Civil Partnership,Final Order,,2025 Q3,Sole,All,All,19639,58.01,42.286
Divorce and Civil Partnership,Final Order,,2025 Q3,All,All,All,26426,55.863,40.714
Divorce and Civil Partnership,Final Order,,2025 Q4,Sole,All,All,19523,56.642,38.714
Divorce and Civil Partnership,Final Order,,2025 Q4,Joint,All,All,7073,47.672,35.571
Divorce and Civil Partnership,Final Order,,2025 Q4,All,All,All,26596,54.257,37.571
Judicial Separation,Application,2023,,Joint,Female,Unknown,1,,
Judicial Separation,Application,2023,,Sole,Unknown,N/A,117,,
Judicial Separation,Application,2023,,All,All,All,253,,
Judicial Separation,Application,2023,,Sole,Female,N/A,4,,
Judicial Separation,Application,2023,,Joint,All,All,128,,
Judicial Separation,Application,2023,,Sole,All,All,125,,
Judicial Separation,Application,2023,,All,Male,Unknown,1,,
Judicial Separation,Application,2023,,All,Unknown,Male,3,,
Judicial Separation,Application,2023,,All,Male,Female,3,,
Judicial Separation,Application,2023,,All,Female,Male,5,,
Judicial Separation,Application,2023,,All,Female,Unknown,1,,
Judicial Separation,Application,2023,,All,Unknown,Unknown,240,,
Judicial Separation,Application,2023,,Joint,Unknown,Unknown,126,,
Judicial Separation,Application,2023,,Joint,Female,Male,1,,
Judicial Separation,Application,2023,,Sole,Male,N/A,4,,
Judicial Separation,Application,2024,,Joint,Male,Unknown,1,,
Judicial Separation,Application,2024,,Joint,Male,Female,4,,
Judicial Separation,Application,2024,,Joint,Female,Male,6,,
Judicial Separation,Application,2024,,Joint,Unknown,Unknown,166,,
Judicial Separation,Application,2024,,All,All,All,345,,
Judicial Separation,Application,2024,,Joint,All,All,177,,
Judicial Separation,Application,2024,,Sole,All,All,168,,
Judicial Separation,Application,2024,,All,Female,Male,19,,
Judicial Separation,Application,2024,,All,Male,Unknown,1,,
Judicial Separation,Application,2024,,All,Male,Male,1,,
Judicial Separation,Application,2024,,All,Male,Female,7,,
Judicial Separation,Application,2024,,Sole,Female,N/A,13,,
Judicial Separation,Application,2024,,Sole,Male,N/A,4,,
Judicial Separation,Application,2024,,Sole,Unknown,N/A,151,,
Judicial Separation,Application,2024,,All,Unknown,Unknown,317,,
Judicial Separation,Application,2025,,Sole,Female,N/A,32,,
Judicial Separation,Application,2025,,Joint,Unknown,Unknown,118,,
Judicial Separation,Application,2025,,All,All,All,299,,
Judicial Separation,Application,2025,,Joint,All,All,163,,
Judicial Separation,Application,2025,,Sole,All,All,136,,
Judicial Separation,Application,2025,,All,Male,Female,27,,
Judicial Separation,Application,2025,,All,Male,Male,1,,
Judicial Separation,Application,2025,,Joint,Male,Female,17,,
Judicial Separation,Application,2025,,Joint,Female,Male,27,,
Judicial Separation,Application,2025,,Sole,Male,N/A,10,,
Judicial Separation,Application,2025,,Sole,Unknown,N/A,94,,
Judicial Separation,Application,2025,,All,Female,Male,58,,
Judicial Separation,Application,2025,,All,Female,Unknown,1,,
Judicial Separation,Application,2025,,All,Unknown,Unknown,212,,
Judicial Separation,Application,2025,,Joint,Male,Male,1,,
Judicial Separation,Application,,2023 Q2,All,All,All,40,,
Judicial Separation,Application,,2023 Q2,All,Unknown,Unknown,37,,
Judicial Separation,Application,,2023 Q2,All,Female,Male,2,,
Judicial Separation,Application,,2023 Q2,All,Male,Female,1,,
Judicial Separation,Application,,2023 Q2,Sole,Unknown,N/A,23,,
Judicial Separation,Application,,2023 Q2,Sole,Male,N/A,1,,
Judicial Separation,Application,,2023 Q2,Sole,Female,N/A,2,,
Judicial Separation,Application,,2023 Q2,Joint,Unknown,Unknown,14,,
Judicial Separation,Application,,2023 Q2,Joint,All,All,14,,
Judicial Separation,Application,,2023 Q2,Sole,All,All,26,,
Judicial Separation,Application,,2023 Q3,All,All,All,103,,
Judicial Separation,Application,,2023 Q3,All,Unknown,Unknown,99,,
Judicial Separation,Application,,2023 Q3,All,Female,Male,2,,
Judicial Separation,Application,,2023 Q3,Sole,Unknown,N/A,39,,
Judicial Separation,Application,,2023 Q3,All,Unknown,Male,1,,
Judicial Separation,Application,,2023 Q3,All,Male,Female,1,,
Judicial Separation,Application,,2023 Q3,Joint,Unknown,Unknown,61,,
Judicial Separation,Application,,2023 Q3,Sole,Female,N/A,2,,
Judicial Separation,Application,,2023 Q3,Sole,Male,N/A,1,,
Judicial Separation,Application,,2023 Q3,Joint,All,All,61,,
Judicial Separation,Application,,2023 Q3,Sole,All,All,42,,
Judicial Separation,Application,,2023 Q4,Joint,Female,Unknown,1,,
Judicial Separation,Application,,2023 Q4,Joint,Unknown,Unknown,51,,
Judicial Separation,Application,,2023 Q4,All,All,All,110,,
Judicial Separation,Application,,2023 Q4,All,Unknown,Male,2,,
Judicial Separation,Application,,2023 Q4,All,Female,Unknown,1,,
Judicial Separation,Application,,2023 Q4,All,Male,Unknown,1,,
Judicial Separation,Application,,2023 Q4,Sole,Unknown,N/A,55,,
Judicial Separation,Application,,2023 Q4,All,Male,Female,1,,
Judicial Separation,Application,,2023 Q4,All,Female,Male,1,,
Judicial Separation,Application,,2023 Q4,All,Unknown,Unknown,104,,
Judicial Separation,Application,,2023 Q4,Joint,Female,Male,1,,
Judicial Separation,Application,,2023 Q4,Sole,Male,N/A,2,,
Judicial Separation,Application,,2023 Q4,Joint,All,All,53,,
Judicial Separation,Application,,2023 Q4,Sole,All,All,57,,
Judicial Separation,Application,,2024 Q1,All,Male,Male,1,,
Judicial Separation,Application,,2024 Q1,Joint,Male,Female,2,,
Judicial Separation,Application,,2024 Q1,All,All,All,90,,
Judicial Separation,Application,,2024 Q1,All,Male,Female,3,,
Judicial Separation,Application,,2024 Q1,All,Unknown,Unknown,84,,
Judicial Separation,Application,,2024 Q1,All,Female,Male,2,,
Judicial Separation,Application,,2024 Q1,Sole,Female,N/A,2,,
Judicial Separation,Application,,2024 Q1,Joint,Unknown,Unknown,39,,
Judicial Separation,Application,,2024 Q1,Sole,Male,N/A,2,,
Judicial Separation,Application,,2024 Q1,Sole,Unknown,N/A,45,,
Judicial Separation,Application,,2024 Q1,Joint,All,All,41,,
Judicial Separation,Application,,2024 Q1,Sole,All,All,49,,
Judicial Separation,Application,,2024 Q2,All,Male,Female,1,,
Judicial Separation,Application,,2024 Q2,All,All,All,87,,
Judicial Separation,Application,,2024 Q2,All,Male,Unknown,1,,
Judicial Separation,Application,,2024 Q2,All,Unknown,Unknown,82,,
Judicial Separation,Application,,2024 Q2,All,Female,Male,3,,
Judicial Separation,Application,,2024 Q2,Sole,Female,N/A,3,,
Judicial Separation,Application,,2024 Q2,Joint,Unknown,Unknown,36,,
Judicial Separation,Application,,2024 Q2,Sole,Male,N/A,1,,
Judicial Separation,Application,,2024 Q2,Sole,Unknown,N/A,46,,
Judicial Separation,Application,,2024 Q2,Joint,Male,Unknown,1,,
Judicial Separation,Application,,2024 Q2,Joint,All,All,37,,
Judicial Separation,Application,,2024 Q2,Sole,All,All,50,,
Judicial Separation,Application,,2024 Q3,All,Unknown,Unknown,85,,
Judicial Separation,Application,,2024 Q3,Joint,Unknown,Unknown,45,,
Judicial Separation,Application,,2024 Q3,Joint,Male,Female,1,,
Judicial Separation,Application,,2024 Q3,All,All,All,91,,
Judicial Separation,Application,,2024 Q3,All,Female,Male,4,,
Judicial Separation,Application,,2024 Q3,All,Male,Female,2,,
Judicial Separation,Application,,2024 Q3,Sole,Female,N/A,1,,
Judicial Separation,Application,,2024 Q3,Joint,Female,Male,3,,
Judicial Separation,Application,,2024 Q3,Sole,Male,N/A,1,,
Judicial Separation,Application,,2024 Q3,Sole,Unknown,N/A,40,,
Judicial Separation,Application,,2024 Q3,Joint,All,All,49,,
Judicial Separation,Application,,2024 Q3,Sole,All,All,42,,
Judicial Separation,Application,,2024 Q4,All,Male,Female,1,,
Judicial Separation,Application,,2024 Q4,All,All,All,77,,
Judicial Separation,Application,,2024 Q4,All,Unknown,Unknown,66,,
Judicial Separation,Application,,2024 Q4,Sole,Female,N/A,7,,
Judicial Separation,Application,,2024 Q4,All,Female,Male,10,,
Judicial Separation,Application,,2024 Q4,Joint,Male,Female,1,,
Judicial Separation,Application,,2024 Q4,Joint,Female,Male,3,,
Judicial Separation,Application,,2024 Q4,Sole,Unknown,N/A,20,,
Judicial Separation,Application,,2024 Q4,Joint,Unknown,Unknown,46,,
Judicial Separation,Application,,2024 Q4,Joint,All,All,50,,
Judicial Separation,Application,,2024 Q4,Sole,All,All,27,,
Judicial Separation,Application,,2025 Q1,All,Female,Unknown,1,,
Judicial Separation,Application,,2025 Q1,Joint,Female,Male,6,,
Judicial Separation,Application,,2025 Q1,All,All,All,86,,
Judicial Separation,Application,,2025 Q1,Sole,Male,N/A,2,,
Judicial Separation,Application,,2025 Q1,All,Unknown,Unknown,68,,
Judicial Separation,Application,,2025 Q1,All,Male,Female,3,,
Judicial Separation,Application,,2025 Q1,All,Female,Male,14,,
Judicial Separation,Application,,2025 Q1,Sole,Unknown,N/A,31,,
Judicial Separation,Application,,2025 Q1,Sole,Female,N/A,9,,
Judicial Separation,Application,,2025 Q1,Joint,Male,Female,1,,
Judicial Separation,Application,,2025 Q1,Joint,Unknown,Unknown,37,,
Judicial Separation,Application,,2025 Q1,Joint,All,All,44,,
Judicial Separation,Application,,2025 Q1,Sole,All,All,42,,
Judicial Separation,Application,,2025 Q2,Joint,Female,Male,5,,
Judicial Separation,Application,,2025 Q2,Joint,Male,Female,9,,
Judicial Separation,Application,,2025 Q2,All,All,All,66,,
Judicial Separation,Application,,2025 Q2,All,Unknown,Unknown,41,,
Judicial Separation,Application,,2025 Q2,Sole,Female,N/A,10,,
Judicial Separation,Application,,2025 Q2,All,Male,Female,10,,
Judicial Separation,Application,,2025 Q2,Sole,Male,N/A,1,,
Judicial Separation,Application,,2025 Q2,All,Female,Male,15,,
Judicial Separation,Application,,2025 Q2,Joint,Unknown,Unknown,23,,
Judicial Separation,Application,,2025 Q2,Sole,Unknown,N/A,18,,
Judicial Separation,Application,,2025 Q2,Joint,All,All,37,,
Judicial Separation,Application,,2025 Q2,Sole,All,All,29,,
Judicial Separation,Application,,2025 Q3,All,Male,Male,1,,
Judicial Separation,Application,,2025 Q3,Joint,Male,Male,1,,
Judicial Separation,Application,,2025 Q3,Joint,Unknown,Unknown,25,,
Judicial Separation,Application,,2025 Q3,Joint,Female,Male,11,,
Judicial Separation,Application,,2025 Q3,All,All,All,85,,
Judicial Separation,Application,,2025 Q3,All,Female,Male,22,,
Judicial Separation,Application,,2025 Q3,All,Male,Female,11,,
Judicial Separation,Application,,2025 Q3,All,Unknown,Unknown,51,,
Judicial Separation,Application,,2025 Q3,Sole,Unknown,N/A,26,,
Judicial Separation,Application,,2025 Q3,Sole,Male,N/A,6,,
Judicial Separation,Application,,2025 Q3,Joint,Male,Female,5,,
Judicial Separation,Application,,2025 Q3,Joint,All,All,42,,
Judicial Separation,Application,,2025 Q3,Sole,All,All,43,,
Judicial Separation,Application,,2025 Q3,Sole,Female,N/A,11,,
Judicial Separation,Application,,2025 Q4,Joint,Unknown,Unknown,33,,
Judicial Separation,Application,,2025 Q4,Joint,Female,Male,5,,
Judicial Separation,Application,,2025 Q4,All,All,All,62,,
Judicial Separation,Application,,2025 Q4,All,Female,Male,7,,
Judicial Separation,Application,,2025 Q4,Sole,Female,N/A,2,,
Judicial Separation,Application,,2025 Q4,Sole,Male,N/A,1,,
Judicial Separation,Application,,2025 Q4,All,Unknown,Unknown,52,,
Judicial Separation,Application,,2025 Q4,All,Male,Female,3,,
Judicial Separation,Application,,2025 Q4,Joint,Male,Female,2,,
Judicial Separation,Application,,2025 Q4,Joint,All,All,40,,
Judicial Separation,Application,,2025 Q4,Sole,All,All,22,,
Judicial Separation,Application,,2025 Q4,Sole,Unknown,N/A,19,,
Judicial Separation,Judicial Separations Granted,2023,,All,All,All,21,,
Judicial Separation,Judicial Separations Granted,2023,,Joint,All,All,15,,
Judicial Separation,Judicial Separations Granted,2023,,Sole,All,All,6,,
Judicial Separation,Judicial Separations Granted,2024,,All,All,All,172,,
Judicial Separation,Judicial Separations Granted,2024,,Joint,All,All,96,,
Judicial Separation,Judicial Separations Granted,2024,,Sole,All,All,76,,
Judicial Separation,Judicial Separations Granted,2025,,All,All,All,221,,
Judicial Separation,Judicial Separations Granted,2025,,Joint,All,All,137,,
Judicial Separation,Judicial Separations Granted,2025,,Sole,All,All,84,,
Judicial Separation,Judicial Separations Granted,,2023 Q3,Sole,All,All,2,,
Judicial Separation,Judicial Separations Granted,,2023 Q3,Joint,All,All,4,,
Judicial Separation,Judicial Separations Granted,,2023 Q3,All,All,All,6,,
Judicial Separation,Judicial Separations Granted,,2023 Q4,Joint,All,All,11,,
Judicial Separation,Judicial Separations Granted,,2023 Q4,Sole,All,All,4,,
Judicial Separation,Judicial Separations Granted,,2023 Q4,All,All,All,15,,
Judicial Separation,Judicial Separations Granted,,2024 Q1,Sole,All,All,20,,
Judicial Separation,Judicial Separations Granted,,2024 Q1,Joint,All,All,27,,
Judicial Separation,Judicial Separations Granted,,2024 Q1,All,All,All,47,,
Judicial Separation,Judicial Separations Granted,,2024 Q2,Sole,All,All,14,,
Judicial Separation,Judicial Separations Granted,,2024 Q2,Joint,All,All,30,,
Judicial Separation,Judicial Separations Granted,,2024 Q2,All,All,All,44,,
Judicial Separation,Judicial Separations Granted,,2024 Q3,Sole,All,All,19,,
Judicial Separation,Judicial Separations Granted,,2024 Q3,Joint,All,All,18,,
Judicial Separation,Judicial Separations Granted,,2024 Q3,All,All,All,37,,
Judicial Separation,Judicial Separations Granted,,2024 Q4,Sole,All,All,23,,
Judicial Separation,Judicial Separations Granted,,2024 Q4,Joint,All,All,21,,
Judicial Separation,Judicial Separations Granted,,2024 Q4,All,All,All,44,,
Judicial Separation,Judicial Separations Granted,,2025 Q1,Sole,All,All,24,,
Judicial Separation,Judicial Separations Granted,,2025 Q1,Joint,All,All,29,,
Judicial Separation,Judicial Separations Granted,,2025 Q1,All,All,All,53,,
Judicial Separation,Judicial Separations Granted,,2025 Q2,Joint,All,All,48,,
Judicial Separation,Judicial Separations Granted,,2025 Q2,Sole,All,All,28,,
Judicial Separation,Judicial Separations Granted,,2025 Q2,All,All,All,76,,
Judicial Separation,Judicial Separations Granted,,2025 Q3,Sole,All,All,20,,
Judicial Separation,Judicial Separations Granted,,2025 Q3,Joint,All,All,31,,
Judicial Separation,Judicial Separations Granted,,2025 Q3,All,All,All,51,,
Judicial Separation,Judicial Separations Granted,,2025 Q4,Sole,All,All,12,,
Judicial Separation,Judicial Separations Granted,,2025 Q4,Joint,All,All,29,,
Judicial Separation,Judicial Separations Granted,,2025 Q4,All,All,All,41,,
