type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
Application,2021,1,Adoption,Standard,Same sex couple,n/a,n/a,177
Application,2021,1,Adoption,Standard,Sole applicant,n/a,n/a,265
Application,2021,1,Adoption,Standard,Step parent,n/a,n/a,67
Application,2021,2,Adoption,Standard,M/F couple,n/a,n/a,585
Application,2021,2,Adoption,Standard,Other or not stated,n/a,n/a,9
Application,2021,2,Adoption,Standard,Same sex couple,n/a,n/a,177
Application,2021,2,Adoption,Standard,Sole applicant,n/a,n/a,199
Application,2021,2,Adoption,Standard,Step parent,n/a,n/a,86
Application,2021,3,Adoption,Standard,M/F couple,n/a,n/a,544
Application,2021,3,Adoption,Standard,Other or not stated,n/a,n/a,7
Application,2021,3,Adoption,Standard,Same sex couple,n/a,n/a,139
Application,2021,3,Adoption,Standard,Sole applicant,n/a,n/a,192
Application,2021,3,Adoption,Standard,Step parent,n/a,n/a,68
Application,2021,4,Adoption,Standard,M/F couple,n/a,n/a,605
Application,2021,4,Adoption,Standard,Other or not stated,n/a,n/a,7
Application,2021,4,Adoption,Standard,Same sex couple,n/a,n/a,183
Application,2021,4,Adoption,Standard,Sole applicant,n/a,n/a,192
Application,2021,4,Adoption,Standard,Step parent,n/a,n/a,64
Application,2022,1,Adoption,Standard,M/F couple,n/a,n/a,556
Application,2022,1,Adoption,Standard,Other or not stated,n/a,n/a,10
Application,2022,1,Adoption,Standard,Same sex couple,n/a,n/a,163
Application,2022,1,Adoption,Standard,Sole applicant,n/a,n/a,205
Application,2022,1,Adoption,Standard,Step parent,n/a,n/a,70
Application,2022,2,Adoption,Standard,M/F couple,n/a,n/a,486
Application,2022,2,Adoption,Standard,Other or not stated,n/a,n/a,14
Application,2022,2,Adoption,Standard,Same sex couple,n/a,n/a,153
Application,2022,2,Adoption,Standard,Sole applicant,n/a,n/a,246
Application,2022,2,Adoption,Standard,Step parent,n/a,n/a,74
Application,2022,3,Adoption,Standard,M/F couple,n/a,n/a,533
Application,2022,3,Adoption,Standard,Other or not stated,n/a,n/a,8
Application,2022,3,Adoption,Standard,Same sex couple,n/a,n/a,178
Application,2022,3,Adoption,Standard,Sole applicant,n/a,n/a,200
Application,2022,3,Adoption,Standard,Step parent,n/a,n/a,81
Application,2022,4,Adoption,Standard,M/F couple,n/a,n/a,529
Application,2022,4,Adoption,Standard,Other or not stated,n/a,n/a,7
Application,2022,4,Adoption,Standard,Same sex couple,n/a,n/a,163
Application,2022,4,Adoption,Standard,Sole applicant,n/a,n/a,179
Application,2022,4,Adoption,Standard,Step parent,n/a,n/a,76
Application,2023,1,Adoption,Standard,M/F couple,n/a,n/a,608
Application,2023,1,Adoption,Standard,Other or not stated,n/a,n/a,6
Application,2023,1,Adoption,Standard,Same sex couple,n/a,n/a,175
Application,2023,1,Adoption,Standard,Sole applicant,n/a,n/a,205
Application,2023,1,Adoption,Standard,Step parent,n/a,n/a,92
Application,2023,2,Adoption,Standard,M/F couple,n/a,n/a,561
Application,2023,2,Adoption,Standard,Other or not stated,n/a,n/a,9
Application,2023,2,Adoption,Standard,Same sex couple,n/a,n/a,156
Application,2023,2,Adoption,Standard,Sole applicant,n/a,n/a,169
Application,2023,2,Adoption,Standard,Step parent,n/a,n/a,117
Application,2023,3,Adoption,Standard,M/F couple,n/a,n/a,556
Application,2023,3,Adoption,Standard,Other or not stated,n/a,n/a,6
Application,2023,3,Adoption,Standard,Same sex couple,n/a,n/a,167
Application,2023,3,Adoption,Standard,Sole applicant,n/a,n/a,196
Application,2023,3,Adoption,Standard,Step parent,n/a,n/a,110
Application,2023,4,Adoption,Standard,M/F couple,n/a,n/a,623
Application,2023,4,Adoption,Standard,Other or not stated,n/a,n/a,8
Application,2023,4,Adoption,Standard,Same sex couple,n/a,n/a,176
Application,2023,4,Adoption,Standard,Sole applicant,n/a,n/a,209
Application,2023,4,Adoption,Standard,Step parent,n/a,n/a,92
Application,2024,1,Adoption,Standard,M/F couple,n/a,n/a,517
Application,2024,1,Adoption,Standard,Other or not stated,n/a,n/a,11
Application,2024,1,Adoption,Standard,Same sex couple,n/a,n/a,184
Application,2024,1,Adoption,Standard,Sole applicant,n/a,n/a,243
Application,2024,1,Adoption,Standard,Step parent,n/a,n/a,79
Application,2024,2,Adoption,Standard,M/F couple,n/a,n/a,567
Application,2024,2,Adoption,Standard,Other or not stated,n/a,n/a,17
Application,2024,2,Adoption,Standard,Same sex couple,n/a,n/a,154
Application,2024,2,Adoption,Standard,Sole applicant,n/a,n/a,260
Application,2024,2,Adoption,Standard,Step parent,n/a,n/a,80
Application,2024,3,Adoption,Standard,M/F couple,n/a,n/a,514
Application,2024,3,Adoption,Standard,Other or not stated,n/a,n/a,26
Application,2024,3,Adoption,Standard,Same sex couple,n/a,n/a,149
Application,2024,3,Adoption,Standard,Sole applicant,n/a,n/a,209
Application,2024,3,Adoption,Standard,Step parent,n/a,n/a,61
Application,2024,4,Adoption,Standard,M/F couple,n/a,n/a,529
Application,2024,4,Adoption,Standard,Other or not stated,n/a,n/a,22
Application,2024,4,Adoption,Standard,Same sex couple,n/a,n/a,173
Application,2024,4,Adoption,Standard,Sole applicant,n/a,n/a,211
Application,2024,4,Adoption,Standard,Step parent,n/a,n/a,76
Application,2025,1,Adoption,Standard,M/F couple,n/a,n/a,512
Application,2025,1,Adoption,Standard,Other or not stated,n/a,n/a,15
Application,2025,1,Adoption,Standard,Same sex couple,n/a,n/a,171
Application,2025,1,Adoption,Standard,Sole applicant,n/a,n/a,239
Application,2025,1,Adoption,Standard,Step parent,n/a,n/a,75
Application,2025,2,Adoption,Standard,M/F couple,n/a,n/a,462
Application,2025,2,Adoption,Standard,Other or not stated,n/a,n/a,12
Application,2025,2,Adoption,Standard,Same sex couple,n/a,n/a,152
Application,2025,2,Adoption,Standard,Sole applicant,n/a,n/a,213
Application,2025,2,Adoption,Standard,Step parent,n/a,n/a,65
Application,2025,3,Adoption,Standard,M/F couple,n/a,n/a,513
Application,2025,3,Adoption,Standard,Other or not stated,n/a,n/a,11
Application,2025,3,Adoption,Standard,Same sex couple,n/a,n/a,154
Application,2025,3,Adoption,Standard,Sole applicant,n/a,n/a,192
Application,2025,3,Adoption,Standard,Step parent,n/a,n/a,65
Application,2025,4,Adoption,Standard,M/F couple,n/a,n/a,519
Application,2025,4,Adoption,Standard,Other or not stated,n/a,n/a,11
Application,2025,4,Adoption,Standard,Same sex couple,n/a,n/a,158
Application,2025,4,Adoption,Standard,Sole applicant,n/a,n/a,202
Application,2025,4,Adoption,Standard,Step parent,n/a,n/a,59
Application,2011,2,Adoption+other,Foreign,Sole applicant,n/a,n/a,1
Application,2011,4,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2012,3,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2012,4,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2012,4,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2012,4,Adoption+other,Foreign,Sole applicant,n/a,n/a,1
Application,2013,4,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2015,1,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2015,2,Adoption+other,Foreign,M/F couple,n/a,n/a,2
Application,2015,2,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2016,2,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2016,2,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2017,2,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2018,4,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2018,4,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2019,2,Adoption+other,Foreign,M/F couple,n/a,n/a,2
Application,2019,2,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2020,1,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2023,2,Adoption+other,Foreign,Other or not stated,n/a,n/a,1
Application,2024,1,Adoption+other,Foreign,Sole applicant,n/a,n/a,1
Application,2025,2,Adoption+other,Foreign,M/F couple,n/a,n/a,1
Application,2011,1,Non-adoption,Change_surname,n/a,n/a,n/a,11
Application,2011,2,Non-adoption,Change_surname,n/a,n/a,n/a,6
Application,2011,3,Non-adoption,Change_surname,n/a,n/a,n/a,16
Application,2011,4,Non-adoption,Change_surname,n/a,n/a,n/a,24
Application,2012,1,Non-adoption,Change_surname,n/a,n/a,n/a,10
Application,2012,2,Non-adoption,Change_surname,n/a,n/a,n/a,26
Application,2012,3,Non-adoption,Change_surname,n/a,n/a,n/a,16
Application,2012,4,Non-adoption,Change_surname,n/a,n/a,n/a,6
Application,2013,1,Non-adoption,Change_surname,n/a,n/a,n/a,17
Application,2013,2,Non-adoption,Change_surname,n/a,n/a,n/a,20
Application,2013,3,Non-adoption,Change_surname,n/a,n/a,n/a,12
Application,2013,4,Non-adoption,Change_surname,n/a,n/a,n/a,17
Application,2014,1,Non-adoption,Change_surname,n/a,n/a,n/a,14
Application,2014,2,Non-adoption,Change_surname,n/a,n/a,n/a,12
Application,2014,3,Non-adoption,Change_surname,n/a,n/a,n/a,16
Application,2014,4,Non-adoption,Change_surname,n/a,n/a,n/a,11
Application,2015,1,Non-adoption,Change_surname,n/a,n/a,n/a,7
Application,2015,2,Non-adoption,Change_surname,n/a,n/a,n/a,7
Application,2015,3,Non-adoption,Change_surname,n/a,n/a,n/a,9
Application,2015,4,Non-adoption,Change_surname,n/a,n/a,n/a,11
Application,2016,1,Non-adoption,Change_surname,n/a,n/a,n/a,7
Application,2016,2,Non-adoption,Change_surname,n/a,n/a,n/a,12
Application,2016,3,Non-adoption,Change_surname,n/a,n/a,n/a,9
Application,2016,4,Non-adoption,Change_surname,n/a,n/a,n/a,8
Application,2017,1,Non-adoption,Change_surname,n/a,n/a,n/a,10
Application,2017,2,Non-adoption,Change_surname,n/a,n/a,n/a,10
Application,2017,3,Non-adoption,Change_surname,n/a,n/a,n/a,9
Application,2017,4,Non-adoption,Change_surname,n/a,n/a,n/a,13
Application,2018,1,Non-adoption,Change_surname,n/a,n/a,n/a,20
Application,2018,2,Non-adoption,Change_surname,n/a,n/a,n/a,3
Application,2018,3,Non-adoption,Change_surname,n/a,n/a,n/a,1
Application,2019,1,Non-adoption,Change_surname,n/a,n/a,n/a,4
Application,2019,2,Non-adoption,Change_surname,n/a,n/a,n/a,10
Application,2019,3,Non-adoption,Change_surname,n/a,n/a,n/a,7
Application,2019,4,Non-adoption,Change_surname,n/a,n/a,n/a,6
Application,2020,1,Non-adoption,Change_surname,n/a,n/a,n/a,17
Application,2020,2,Non-adoption,Change_surname,n/a,n/a,n/a,2
Application,2020,3,Non-adoption,Change_surname,n/a,n/a,n/a,13
Application,2020,4,Non-adoption,Change_surname,n/a,n/a,n/a,11
Application,2021,1,Non-adoption,Change_surname,n/a,n/a,n/a,9
Application,2021,2,Non-adoption,Change_surname,n/a,n/a,n/a,4
Application,2021,3,Non-adoption,Change_surname,n/a,n/a,n/a,1
Application,2021,4,Non-adoption,Change_surname,n/a,n/a,n/a,9
Application,2022,1,Non-adoption,Change_surname,n/a,n/a,n/a,7
Application,2022,2,Non-adoption,Change_surname,n/a,n/a,n/a,11
Application,2022,3,Non-adoption,Change_surname,n/a,n/a,n/a,8
Application,2022,4,Non-adoption,Change_surname,n/a,n/a,n/a,3
Application,2023,2,Non-adoption,Change_surname,n/a,n/a,n/a,3
Application,2023,3,Non-adoption,Change_surname,n/a,n/a,n/a,1
Application,2024,1,Non-adoption,Change_surname,n/a,n/a,n/a,2
Application,2025,1,Non-adoption,Change_surname,n/a,n/a,n/a,1
Application,2011,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2011,2,Non-adoption,Contact_s26,n/a,n/a,n/a,15
Application,2011,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2011,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2012,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2012,2,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2012,3,Non-adoption,Contact_s26,n/a,n/a,n/a,10
Application,2012,4,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2013,1,Non-adoption,Contact_s26,n/a,n/a,n/a,15
Application,2013,2,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2013,3,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2013,4,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2014,1,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2014,2,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2014,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2014,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2015,1,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2015,2,Non-adoption,Contact_s26,n/a,n/a,n/a,14
Application,2015,3,Non-adoption,Contact_s26,n/a,n/a,n/a,14
Application,2015,4,Non-adoption,Contact_s26,n/a,n/a,n/a,11
Application,2016,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2016,2,Non-adoption,Contact_s26,n/a,n/a,n/a,26
Application,2016,3,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2016,4,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2017,1,Non-adoption,Contact_s26,n/a,n/a,n/a,11
Application,2017,2,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2017,3,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2017,4,Non-adoption,Contact_s26,n/a,n/a,n/a,1
Application,2018,1,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2018,2,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2018,3,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2018,4,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2019,1,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2019,2,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2019,3,Non-adoption,Contact_s26,n/a,n/a,n/a,16
Application,2019,4,Non-adoption,Contact_s26,n/a,n/a,n/a,13
Application,2020,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2020,2,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2020,3,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2020,4,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2021,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2021,2,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2021,3,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2021,4,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2022,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2022,2,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2022,3,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2022,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2023,1,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2023,2,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2023,4,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2024,1,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2024,2,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2024,3,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2024,4,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2025,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2025,2,Non-adoption,Contact_s26,n/a,n/a,n/a,1
Application,2025,3,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2025,4,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2011,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2012,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2012,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,4
Application,2012,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2012,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2013,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,4
Application,2013,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2013,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2014,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
Application,2015,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,5
Application,2015,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2015,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2016,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2016,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
Application,2017,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2018,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2018,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2019,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2020,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2021,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2023,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2024,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2025,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2025,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,1,Non-adoption,Other_order_type,n/a,n/a,n/a,9
Application,2011,2,Non-adoption,Other_order_type,n/a,n/a,n/a,4
Application,2011,3,Non-adoption,Other_order_type,n/a,n/a,n/a,5
Application,2011,4,Non-adoption,Other_order_type,n/a,n/a,n/a,9
Application,2012,1,Non-adoption,Other_order_type,n/a,n/a,n/a,3
Application,2012,2,Non-adoption,Other_order_type,n/a,n/a,n/a,12
Application,2012,3,Non-adoption,Other_order_type,n/a,n/a,n/a,7
Application,2012,4,Non-adoption,Other_order_type,n/a,n/a,n/a,5
Application,2013,1,Non-adoption,Other_order_type,n/a,n/a,n/a,5
Application,2013,2,Non-adoption,Other_order_type,n/a,n/a,n/a,3
Application,2013,3,Non-adoption,Other_order_type,n/a,n/a,n/a,8
Application,2013,4,Non-adoption,Other_order_type,n/a,n/a,n/a,7
Application,2014,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2014,2,Non-adoption,Other_order_type,n/a,n/a,n/a,18
Application,2014,3,Non-adoption,Other_order_type,n/a,n/a,n/a,18
Application,2014,4,Non-adoption,Other_order_type,n/a,n/a,n/a,34
Application,2015,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2015,2,Non-adoption,Other_order_type,n/a,n/a,n/a,17
Application,2015,3,Non-adoption,Other_order_type,n/a,n/a,n/a,27
Application,2015,4,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2016,1,Non-adoption,Other_order_type,n/a,n/a,n/a,18
Application,2016,2,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2016,3,Non-adoption,Other_order_type,n/a,n/a,n/a,14
Application,2016,4,Non-adoption,Other_order_type,n/a,n/a,n/a,14
Application,2017,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2017,2,Non-adoption,Other_order_type,n/a,n/a,n/a,15
Application,2017,3,Non-adoption,Other_order_type,n/a,n/a,n/a,9
Application,2017,4,Non-adoption,Other_order_type,n/a,n/a,n/a,38
Application,2018,1,Non-adoption,Other_order_type,n/a,n/a,n/a,21
Application,2018,2,Non-adoption,Other_order_type,n/a,n/a,n/a,21
Application,2018,3,Non-adoption,Other_order_type,n/a,n/a,n/a,6
Application,2018,4,Non-adoption,Other_order_type,n/a,n/a,n/a,12
Application,2019,1,Non-adoption,Other_order_type,n/a,n/a,n/a,23
Application,2019,2,Non-adoption,Other_order_type,n/a,n/a,n/a,20
Application,2019,3,Non-adoption,Other_order_type,n/a,n/a,n/a,17
Application,2019,4,Non-adoption,Other_order_type,n/a,n/a,n/a,21
Application,2020,1,Non-adoption,Other_order_type,n/a,n/a,n/a,11
Application,2020,2,Non-adoption,Other_order_type,n/a,n/a,n/a,14
Application,2020,3,Non-adoption,Other_order_type,n/a,n/a,n/a,12
Application,2020,4,Non-adoption,Other_order_type,n/a,n/a,n/a,7
Application,2021,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2021,3,Non-adoption,Other_order_type,n/a,n/a,n/a,6
Application,2021,4,Non-adoption,Other_order_type,n/a,n/a,n/a,7
Application,2022,1,Non-adoption,Other_order_type,n/a,n/a,n/a,12
Application,2022,2,Non-adoption,Other_order_type,n/a,n/a,n/a,14
Application,2022,3,Non-adoption,Other_order_type,n/a,n/a,n/a,14
Application,2022,4,Non-adoption,Other_order_type,n/a,n/a,n/a,7
Application,2023,1,Non-adoption,Other_order_type,n/a,n/a,n/a,13
Application,2023,2,Non-adoption,Other_order_type,n/a,n/a,n/a,14
Application,2023,3,Non-adoption,Other_order_type,n/a,n/a,n/a,13
