query,volume,best_peer_position,peer_holder,our_google_impr,our_google_pos,our_bing_impr,our_bing_clicks,bucket,cluster,assigned_page
stamp duty on land,720,55,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt commercial property,720,31,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator london,720,31,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty brackets,720,55,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
pay sdlt,720,40,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt on commercial property,720,31,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
pay stamp duty land tax,720,46,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt payable,720,28,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt land,720,56,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty land tax commercial property,720,29,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty relief,720,16,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt on land,720,59,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt payment,720,53,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt threshold,720,71,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
relief from stamp duty,720,14,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
exemption stamp duty,720,38,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
exemption of stamp duty,720,41,provestor.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
exemption for stamp duty,720,41,provestor.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty exempt,720,34,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty threshold for first time buyers,720,90,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
do you pay stamp duty as a first time buyer,720,94,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty exemption,720,27,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty exemptions,720,28,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
sdlt thresholds,720,14,ukpropertyaccountants.co.uk,0,0,0,0,assigned,uk stamp tax,/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
stamp duty tax thresholds,720,61,ukpropertyaccountants.co.uk,0,0,0,0,assigned,uk stamp tax,/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
stamp duty additional property,720,46,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty on a second house,/calculators/stamp-duty-calculator
reclaim stamp duty,720,33,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
stamp duty land tax hmrc,720,35,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
sdlt hmrc,720,20,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
budget stamp duty changes,720,21,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
stamp duty changes in the budget,720,60,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
budget 2025 stamp duty,720,17,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
stamp duty budget changes,720,21,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
stamp duty changes budget,720,48,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
new rules for stamp duty,720,40,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
new stamp duty rules,720,55,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty land tax form,720,24,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
hmrc sdlt,720,11,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
sdlt forms,720,24,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
will stamp duty be abolished,720,26,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty to be abolished,/blog/property-types-and-specialist-tax/sdlt-furnished-holiday-let-2025-abolition
stamp duty on a 350k house,590,54,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator knight frank,590,40,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
500 000 stamp duty,590,47,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 350000,590,19,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
shares stamp duty calculator,590,22,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator for shares,590,14,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 800k house,590,54,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator shares,590,37,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator on shares,590,40,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator 2nd property,590,31,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty shares calculator,590,16,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
share stamp duty calculator,590,16,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty higher rate,590,44,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 450k house,590,46,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator buy to let,590,2,uklandlordtax.co.uk,1,100,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
calculate stamp duty on shares,590,38,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty for a house,590,43,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
buy to let stamp duty,590,7,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on shares calculator,590,37,taxd.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
knight frank stamp duty calculator,590,28,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on £350000,590,30,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
1st time buyer stamp duty,590,16,ukpropertyaccountants.co.uk,9,64.4,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty land tax first time buyers,590,34,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
sdlt first time buyer,590,40,uklandlordtax.co.uk,29,61.0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first time buyers sdlt,590,38,uklandlordtax.co.uk,0,0,1,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
sdlt first-time buyer,590,49,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
sdlt for first time buyers,590,40,ukpropertyaccountants.co.uk,30,83.3,4,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first time buyer sdlt,590,31,ukpropertyaccountants.co.uk,37,77.5,7,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty land tax refund,590,31,ukpropertyaccountants.co.uk,0,0,2,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
sdlt refund,590,38,ukpropertyaccountants.co.uk,0,0,2,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
stamp duty changes uk,590,36,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
uk stamp duty changes,590,35,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
will stamp duty change in 2026,590,18,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty uk changes,590,44,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty uk change,590,14,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty land tax online,590,30,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
online sdlt,590,21,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
selling a house stamp duty,590,60,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
scrapping stamp duty,590,43,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty to be abolished,/blog/property-types-and-specialist-tax/sdlt-furnished-holiday-let-2025-abolition
how avoid stamp duty,590,47,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,stamp duty on second property,
how can i avoid stamp duty,590,23,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,stamp duty on second property,
stamp duty scrapped,590,15,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,andy burnham stamp duty,
scrap stamp duty,590,9,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,andy burnham stamp duty,
do you pay stamp duty on commercial property,480,84,cruseburke.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 300000,480,37,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 700k house,480,49,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 400 000,480,34,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator for limited company,480,9,optimiseaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 400 000,480,30,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on £450 000,480,51,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
what is sdlt tax,480,60,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
btl stamp duty calculator,480,2,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
what is stamp duty land tax,480,61,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
do you pay stamp duty on land,480,63,ukpropertyaccountants.co.uk,1,10,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first home stamp duty,480,75,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
what is stamp duty for first time buyers,480,88,ukpropertyaccountants.co.uk,1,2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty first home,480,88,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on first home,480,88,ukpropertyaccountants.co.uk,35,93.9,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
do first time buyers have to pay stamp duty,480,93,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty bands uk,480,64,ukpropertyaccountants.co.uk,0,0,0,0,assigned,uk stamp tax,/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
stamp duty for second time buyers,480,46,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty on a second house,/calculators/stamp-duty-calculator
stamp duty 2nd home refund,480,19,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
second house stamp duty refund,480,25,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
stamp duty second home refund,480,21,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
stamp duty refund on second home,480,22,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
stamp duty on second home refund,480,26,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
how to claim stamp duty back,480,25,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
refund of stamp duty on second home,480,13,ukpropertyaccountants.co.uk,2,78.5,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
2nd home stamp duty refund,480,10,ukpropertyaccountants.co.uk,1,88,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
claiming back stamp duty on second home,480,15,ukpropertyaccountants.co.uk,2,70,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
