keyword,search_volume,cpc,competition,value_index,bucket,source
cheap campervan insurance,1300,11.21,HIGH,14573.0,motor_fleet,expanded
funeral insurance uk,480,30.29,HIGH,14539.2,later_life,expanded
ev salary sacrifice,1900,7.63,HIGH,14497.0,motor_fleet,seed
small business insurance cheapest,210,68.88,MEDIUM,14464.8,business_services,expanded
eco 4 grants,4400,3.28,HIGH,14432.0,green_retrofit,expanded
eco4 grant,4400,3.28,HIGH,14432.0,green_retrofit,seed
eco4 grants,4400,3.28,HIGH,14432.0,green_retrofit,expanded
unfair dismissal claim,2400,6.01,MEDIUM,14424.0,employment_hr,seed
zoopla commercial property to let,2900,4.94,LOW,14326.0,commercial_property,expanded
compare business energy tariffs,140,101.97,LOW,14275.8,business_services,expanded
business general liability insurance cost,320,44.4,LOW,14208.0,business_services,expanded
business liability insurance price,320,44.4,LOW,14208.0,business_services,expanded
business liability insurance rates,320,44.4,LOW,14208.0,business_services,expanded
liability insurance business cost,320,44.4,LOW,14208.0,business_services,expanded
liability insurance for a business cost,320,44.4,LOW,14208.0,business_services,expanded
best business gas and electricity rates,170,83.13,HIGH,14132.1,business_services,expanded
best gas and electricity prices for business,170,83.13,HIGH,14132.1,business_services,expanded
bik calculator,4400,3.18,LOW,13992.0,motor_fleet,expanded
bik tax calculator,4400,3.18,LOW,13992.0,motor_fleet,expanded
voice over ip phone service,720,19.42,MEDIUM,13982.4,business_services,expanded
voip call service,720,19.42,MEDIUM,13982.4,business_services,expanded
voip phone service,720,19.42,MEDIUM,13982.4,business_services,expanded
voip phones and service,720,19.42,MEDIUM,13982.4,business_services,expanded
voip service phone,720,19.42,MEDIUM,13982.4,business_services,expanded
uswitch business energy,210,66.18,MEDIUM,13897.8,business_services,expanded
lease extension calculator,5400,2.57,LOW,13878.0,leasehold_enfranchisement,expanded
lease extension estimate,5400,2.57,LOW,13878.0,leasehold_enfranchisement,expanded
online business phone system,140,98.89,MEDIUM,13844.6,business_services,expanded
online phone systems,140,98.89,MEDIUM,13844.6,business_services,expanded
online telephone systems,140,98.89,MEDIUM,13844.6,business_services,expanded
settlement agreement legal advice,390,35.47,HIGH,13833.3,employment_hr,expanded
asbestos survey cost,1300,10.55,HIGH,13715.0,building_defects,seed
voip system for small business,210,64.76,LOW,13599.6,business_services,expanded
selective licence,3600,3.75,LOW,13500.0,landlord_compliance,expanded
selective licensing,3600,3.75,LOW,13500.0,landlord_compliance,seed
fleet management system,320,41.96,MEDIUM,13427.2,motor_fleet,expanded
immigration lawyer manchester uk,1600,8.29,MEDIUM,13264.0,immigration_relocation,expanded
immigration solicitors in manchester uk,1600,8.29,MEDIUM,13264.0,immigration_relocation,expanded
immigration solicitors manchester,1600,8.29,MEDIUM,13264.0,immigration_relocation,expanded
low cost business liability insurance,210,63.1,MEDIUM,13251.0,business_services,expanded
equity release calculator without personal details,1300,10.19,HIGH,13247.0,later_life,expanded
business van insurance quotes,480,27.24,MEDIUM,13075.2,business_services,expanded
commercial van insurance quote,480,27.24,MEDIUM,13075.2,business_services,expanded
permitted development,8100,1.61,LOW,13041.0,planning_development,expanded
business broadband comparison,480,26.74,HIGH,12835.2,business_services,seed
forming a limited uk company,260,49.15,MEDIUM,12779.0,business_services,expanded
limited company formation uk,260,49.15,MEDIUM,12779.0,business_services,expanded
ltd company formation uk,260,49.15,MEDIUM,12779.0,business_services,expanded
battery storage home,3600,3.51,HIGH,12636.0,green_retrofit,seed
home battery power storage,3600,3.51,HIGH,12636.0,green_retrofit,expanded
business gas comparison sites,110,114.86,MEDIUM,12634.6,business_services,expanded
business gas comparison website,110,114.86,MEDIUM,12634.6,business_services,expanded
permitted development law,5400,2.33,LOW,12582.0,planning_development,expanded
permitted development rights,5400,2.33,LOW,12582.0,planning_development,seed
fleet insurance compare,170,73.84,MEDIUM,12552.8,business_services,expanded
fleet insurance comparison,170,73.84,MEDIUM,12552.8,business_services,expanded
english tutors near me,1600,7.78,HIGH,12448.0,education_childcare,expanded
car charging at home,4400,2.8,HIGH,12320.0,green_retrofit,expanded
acas employment law for employees,1300,9.45,LOW,12285.0,employment_hr,expanded
cyber essentials plus certification,480,25.59,MEDIUM,12283.2,niche_professional,expanded
best electricity supplier for small business,140,87.28,MEDIUM,12219.2,business_services,expanded
business solution voip,210,58.08,LOW,12196.8,business_services,expanded
business voip solutions,210,58.08,LOW,12196.8,business_services,expanded
voip solution business,210,58.08,LOW,12196.8,business_services,expanded
cheap van insurance quotes,590,20.46,HIGH,12071.4,motor_fleet,expanded
phone system,390,30.91,HIGH,12054.9,business_services,expanded
small business insurance prices,390,30.75,LOW,11992.5,business_services,expanded
small business insurance rates,390,30.75,LOW,11992.5,business_services,expanded
business electricity comparison sites,110,108.96,MEDIUM,11985.6,business_services,expanded
business electricity comparison website,110,108.96,MEDIUM,11985.6,business_services,expanded
gcse math tutors near me,1000,11.94,HIGH,11940.0,education_childcare,expanded
landlord licensing,1600,7.35,LOW,11760.0,landlord_compliance,expanded
camper van insurance quotes,1000,11.73,HIGH,11730.0,motor_fleet,expanded
best business energy deals,140,83.34,MEDIUM,11667.6,business_services,expanded
fire risk assessment cost,720,16.2,HIGH,11664.0,landlord_compliance,seed
fire risk assessment price,720,16.2,HIGH,11664.0,landlord_compliance,expanded
solar companies near me,880,13.2,HIGH,11616.0,green_retrofit,expanded
solar power companies near me,880,13.2,HIGH,11616.0,green_retrofit,expanded
solar providers near me,880,13.2,HIGH,11616.0,green_retrofit,expanded
cyber essentials accreditation,480,23.92,MEDIUM,11481.6,niche_professional,expanded
voice over ip for business,260,43.35,MEDIUM,11271.0,business_services,expanded
voip for business,260,43.35,MEDIUM,11271.0,business_services,expanded
voip in business,260,43.35,MEDIUM,11271.0,business_services,expanded
fleet management solutions,210,53.41,LOW,11216.1,motor_fleet,expanded
consultant gdpr,210,53.12,MEDIUM,11155.2,niche_professional,expanded
gdpr consultant,210,53.12,MEDIUM,11155.2,niche_professional,seed
gdpr consultants,210,53.12,MEDIUM,11155.2,niche_professional,expanded
insurance truck quotes,480,22.88,MEDIUM,10982.4,business_services,expanded
lorry insurance quote,480,22.88,MEDIUM,10982.4,business_services,expanded
truck insurance quote,480,22.88,MEDIUM,10982.4,business_services,expanded
public liability insurance quote online,260,42.05,LOW,10933.0,business_services,expanded
maintenance tracking,210,51.69,LOW,10854.9,motor_fleet,expanded
boiler replacement scheme,1300,8.34,HIGH,10842.0,green_retrofit,expanded
commercial estate agents,1600,6.76,MEDIUM,10816.0,commercial_property,expanded
commercial property estate agents,1600,6.76,MEDIUM,10816.0,commercial_property,expanded
loft conversion price,2400,4.48,MEDIUM,10752.0,construction_trades,expanded
loft extension cost,2400,4.48,MEDIUM,10752.0,construction_trades,expanded
cloud telephony,170,62.94,MEDIUM,10699.8,business_services,expanded
cloud based phone system for small business,260,40.91,MEDIUM,10636.6,business_services,expanded
cloud phone system for small business,260,40.91,MEDIUM,10636.6,business_services,expanded
commercial gas and electricity comparison sites,170,61.91,MEDIUM,10524.7,business_services,expanded
gas and electric for business comparison sites,170,61.91,MEDIUM,10524.7,business_services,expanded
rics level 3 survey,1000,10.35,HIGH,10350.0,building_defects,expanded
quote a van,590,17.53,HIGH,10342.7,motor_fleet,expanded
van quote,590,17.53,HIGH,10342.7,motor_fleet,expanded
immigration solicitor uk,1000,10.31,MEDIUM,10310.0,immigration_relocation,seed
compare business electricity charges,90,114.14,MEDIUM,10272.6,business_services,expanded
cheapest commercial electricity prices,110,93.14,MEDIUM,10245.4,business_services,expanded
cheapest commercial electricity rates,110,93.14,MEDIUM,10245.4,business_services,expanded
commercial gas comparison,110,93.05,MEDIUM,10235.5,business_services,expanded
compare commercial gas,110,93.05,MEDIUM,10235.5,business_services,expanded
business voip systems,260,39.09,LOW,10163.4,business_services,expanded
solar panel battery cost,1300,7.8,HIGH,10140.0,green_retrofit,expanded
voice over ip for small business,260,38.85,MEDIUM,10101.0,business_services,expanded
voip for small business,260,38.85,MEDIUM,10101.0,business_services,expanded
cheapest business gas and electricity rates,70,144.09,LOW,10086.3,business_services,expanded
company formation uk companies house,210,47.46,MEDIUM,9966.6,business_services,expanded
small business energy comparison,110,90.48,MEDIUM,9952.8,business_services,expanded
settlement agreement advice,480,20.64,MEDIUM,9907.2,employment_hr,expanded
compare the market business electricity,90,109.49,HIGH,9854.1,business_services,expanded
compare the market commercial electricity,90,109.49,HIGH,9854.1,business_services,expanded
best business electricity deals,140,69.98,LOW,9797.2,business_services,expanded
employment advice for employers,50,195.9,LOW,9795.0,employment_hr,expanded
employment law advice for employers,210,46.56,LOW,9777.6,employment_hr,seed
government grant heat pumps,1300,7.51,HIGH,9763.0,green_retrofit,expanded
heat pump government grant,1300,7.51,HIGH,9763.0,green_retrofit,expanded
salary sacrifice car lease,1300,7.49,HIGH,9737.0,motor_fleet,expanded
best electricity provider for business,70,136.48,HIGH,9553.6,business_services,expanded
cyber essentials check,1000,9.52,MEDIUM,9520.0,niche_professional,expanded
deed of variation on property,1300,7.27,LOW,9451.0,party_wall_boundary,expanded
deed of variation property,1300,7.27,LOW,9451.0,party_wall_boundary,seed
business energy compare the market,110,85.67,MEDIUM,9423.7,business_services,expanded
compare the market business energy,110,85.67,MEDIUM,9423.7,business_services,expanded
business debt helpline,480,19.62,MEDIUM,9417.6,insolvency_debt,expanded
register company in jersey uk,1900,4.93,LOW,9367.0,business_services,expanded
employment law advisors,210,44.51,HIGH,9347.1,employment_hr,expanded
golden leaves funeral plans uk,1600,5.83,MEDIUM,9328.0,later_life,expanded
fleet maintenance management software,140,66.45,LOW,9303.0,motor_fleet,expanded
fleet maintenance software,140,66.45,LOW,9303.0,motor_fleet,expanded
lease extension lawyers,1000,9.25,HIGH,9250.0,leasehold_enfranchisement,expanded
lease extension solicitor,1000,9.25,HIGH,9250.0,leasehold_enfranchisement,seed
leasehold extension solicitors,1000,9.25,HIGH,9250.0,leasehold_enfranchisement,expanded
solar panel companies near me,480,19.26,HIGH,9244.8,green_retrofit,expanded
ip phone service for small business,70,131.4,HIGH,9198.0,business_services,expanded
small business phone service voip,70,131.4,HIGH,9198.0,business_services,expanded
voice over ip phone service small business,70,131.4,HIGH,9198.0,business_services,expanded
voip phone service for small business,70,131.4,HIGH,9198.0,business_services,expanded
cheapest commercial electricity,70,130.92,HIGH,9164.4,business_services,expanded
iasme cyber essentials,1000,9.16,MEDIUM,9160.0,niche_professional,expanded
charging station installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
cost installing electric car charging point,3600,2.54,HIGH,9144.0,green_retrofit,expanded
cost of installing electric charging station,3600,2.54,HIGH,9144.0,green_retrofit,expanded
cost to install an electric vehicle charging station,3600,2.54,HIGH,9144.0,green_retrofit,expanded
cost to install electric charging station,3600,2.54,HIGH,9144.0,green_retrofit,expanded
electric car charger installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
electric car charging point installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
electric charger installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
electric vehicle charging station installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
ev charger installation cost,3600,2.54,HIGH,9144.0,green_retrofit,seed
ev charging station installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
evse installation cost,3600,2.54,HIGH,9144.0,green_retrofit,expanded
electrical safety certificate landlord,1600,5.69,HIGH,9104.0,landlord_compliance,seed
software for vehicle tracking,140,64.96,HIGH,9094.4,motor_fleet,expanded
software vehicle tracking,140,64.96,HIGH,9094.4,motor_fleet,expanded
vehicle tracking system software,140,64.96,HIGH,9094.4,motor_fleet,expanded
golden charter uk,2400,3.77,MEDIUM,9048.0,later_life,expanded
home extension cost,2400,3.76,HIGH,9024.0,construction_trades,expanded
home extension prices,2400,3.76,HIGH,9024.0,construction_trades,expanded
house extension cost,2400,3.76,HIGH,9024.0,construction_trades,seed
house extension prices,2400,3.76,HIGH,9024.0,construction_trades,expanded
online quote for van insurance,320,28.04,MEDIUM,8972.8,motor_fleet,expanded
van insurance quote online,320,28.04,MEDIUM,8972.8,motor_fleet,expanded
average small business insurance cost,390,22.96,LOW,8954.4,business_services,expanded
typical small business insurance costs,390,22.96,LOW,8954.4,business_services,expanded
pabx telephone system,720,12.4,MEDIUM,8928.0,business_services,expanded
